,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLC9A9,-1.18875229,6.900168718,-6.470182997,1.25E-07,1.74E-05,7.535018308
HOMEZ,-1.240727598,3.927198836,-6.465200622,1.27E-07,1.76E-05,7.519880922
SLC4A3,-1.47873525,8.066708868,-6.463774253,1.28E-07,1.77E-05,7.515547158
CCND1,0.982799741,12.43847763,6.454939513,1.32E-07,1.81E-05,7.488702546
C2orf88,-0.625684194,9.551697566,-6.450441763,1.33E-07,1.83E-05,7.475034786
LINC01359,1.062823045,6.44461822,6.450190159,1.34E-07,1.83E-05,7.474270186
TYROBP,-1.380065062,5.267565273,-6.445047628,1.36E-07,1.85E-05,7.458642019
CYP27A1,-0.981016534,6.533082368,-6.433799585,1.41E-07,1.91E-05,7.424455526
ADAMTS15,-1.053435311,8.254267614,-6.433699393,1.41E-07,1.91E-05,7.424150987
MRPL21,-0.844287576,8.529611983,-6.432598344,1.41E-07,1.91E-05,7.42080427
PKM,-0.842383408,5.161215511,-6.43202974,1.41E-07,1.91E-05,7.419075936
SYNE1,-0.948074147,6.138700762,-6.427652158,1.43E-07,1.93E-05,7.405769392
CD302,-0.980648086,8.577434894,-6.423115419,1.46E-07,1.95E-05,7.391978277
C10orf71,0.819064605,12.60900239,6.418257474,1.48E-07,1.97E-05,7.377209866
CTSB,-1.257434137,10.68162648,-6.418150587,1.48E-07,1.97E-05,7.376884913
RPN1,-0.668541634,10.48747926,-6.417640769,1.48E-07,1.97E-05,7.375334986
PUF60,-0.805179889,8.504498387,-6.416724221,1.48E-07,1.98E-05,7.37254851
UBE2V1,-0.592318507,10.32946507,-6.399965685,1.57E-07,2.07E-05,7.321593919
S100A10,-1.022235775,8.411526844,-6.396135304,1.58E-07,2.09E-05,7.309946133
PDE11A,-1.438567997,5.972015634,-6.39421241,1.59E-07,2.10E-05,7.304098616
PPP1R13B,-0.965029152,5.984624048,-6.3933943,1.60E-07,2.10E-05,7.301610704
APBB2,1.106111232,4.96383165,6.392809649,1.60E-07,2.10E-05,7.299832738
NDUFB4,-0.750811049,11.56804512,-6.3863433,1.63E-07,2.13E-05,7.280167282
GSTM3,-1.141258804,7.849403391,-6.385556432,1.64E-07,2.13E-05,7.277774158
MICOS10,-0.72074225,9.677479566,-6.383700746,1.65E-07,2.14E-05,7.272130319
NXPH4,1.803400992,5.941950267,6.380895767,1.66E-07,2.15E-05,7.263599097
UQCC2,-1.045781529,6.49554688,-6.379198852,1.67E-07,2.16E-05,7.258437866
NREP,0.989469428,6.329721082,6.375774868,1.69E-07,2.17E-05,7.248023389
RPL37A,-0.801115801,12.07735751,-6.374891681,1.69E-07,2.18E-05,7.245337001
RPS5,-0.832421903,10.81594646,-6.372488651,1.71E-07,2.19E-05,7.238027565
RPL39P5,-1.25870814,5.422860419,-6.367191029,1.74E-07,2.22E-05,7.221912785
IFNGR1,-0.602326148,10.7112942,-6.365731067,1.74E-07,2.22E-05,7.217471573
MRPL51,-0.897602147,8.498960463,-6.362632476,1.76E-07,2.24E-05,7.208045407
NDUFB2,-0.809108427,10.80450351,-6.357654757,1.79E-07,2.26E-05,7.192902102
LPAR5,-0.941936265,6.349350028,-6.355810421,1.80E-07,2.27E-05,7.18729102
LINC02925,-1.032259218,5.920924482,-6.355019026,1.80E-07,2.27E-05,7.1848833
TXNDC17,-1.061153953,5.323837094,-6.354187609,1.81E-07,2.27E-05,7.182353797
SEC11A,-0.692290852,7.765221862,-6.353742865,1.81E-07,2.27E-05,7.181000697
FTH1,-1.082586243,4.91198139,-6.351891917,1.82E-07,2.28E-05,7.17536926
MIX23,-0.843431094,6.91832011,-6.342958842,1.87E-07,2.33E-05,7.148189155
LPCAT4,-1.244378278,6.862524305,-6.341566454,1.88E-07,2.34E-05,7.143952389
PIK3AP1,-0.635856761,7.911707186,-6.339057337,1.90E-07,2.35E-05,7.13631748
BEX3,-0.702667146,9.575547407,-6.337351418,1.91E-07,2.36E-05,7.131126482
RNF144B,-0.960510238,8.854694999,-6.336031645,1.92E-07,2.36E-05,7.127110437
ORC4,-1.043894364,5.213173903,-6.330546772,1.95E-07,2.39E-05,7.110419478
RPL28,-0.837198574,7.70160766,-6.328442996,1.96E-07,2.40E-05,7.10401725
BCL2,1.055540144,8.345828146,6.327383793,1.97E-07,2.40E-05,7.100793822
SPTLC3,-0.909954481,7.610725583,-6.326796087,1.97E-07,2.40E-05,7.099005265
IDH1,-0.911118421,8.742437851,-6.326369681,1.98E-07,2.40E-05,7.097707587
RPL41,-0.73343879,12.8417544,-6.323968883,1.99E-07,2.42E-05,7.090401135
PRDX4,-0.892727491,7.956762647,-6.321665252,2.01E-07,2.43E-05,7.083390233
GLA,-0.921383113,5.473951292,-6.321037308,2.01E-07,2.43E-05,7.08147911
QRICH1,-1.106294089,6.180352017,-6.320153208,2.01E-07,2.43E-05,7.078788368
MLF1,-1.182805766,8.279485915,-6.31746893,2.03E-07,2.45E-05,7.070618671
NDUFB11,-0.776643679,9.496330192,-6.315276844,2.05E-07,2.46E-05,7.063946814
ITGAM,-1.063722157,6.394208038,-6.313891416,2.06E-07,2.46E-05,7.059730036
SH3BGRL3,-0.809796069,8.488511507,-6.313640729,2.06E-07,2.46E-05,7.058967023
C3AR1,-1.306085223,6.396228243,-6.309852525,2.08E-07,2.48E-05,7.047436681
TIMMDC1,-0.792488053,9.098844856,-6.302277344,2.13E-07,2.53E-05,7.024378464
SLC2A1,-1.071805331,7.708546769,-6.300488587,2.14E-07,2.53E-05,7.018933393
UQCRB,-0.81103222,12.94346248,-6.300237029,2.15E-07,2.53E-05,7.018167628
NDUFA13,-0.722536119,11.71835746,-6.295490692,2.18E-07,2.55E-05,7.003719047
LYSMD3,-0.59610585,9.586482055,-6.294441477,2.19E-07,2.56E-05,7.000524985
RPS15A,-0.795785024,11.88420804,-6.290556105,2.21E-07,2.59E-05,6.98869672
MYL7,1.850479875,7.498154344,6.287965751,2.23E-07,2.60E-05,6.98081065
RPL4,-0.740264154,9.060811806,-6.287304836,2.24E-07,2.60E-05,6.97879853
CYP4X1,-1.129776774,5.640475246,-6.284306059,2.26E-07,2.62E-05,6.969668771
ACVRL1,-1.423475605,6.081891489,-6.282652209,2.27E-07,2.62E-05,6.964633527
POGLUT1,-0.853762356,7.10350622,-6.277850767,2.30E-07,2.66E-05,6.950014825
PHKB,-0.835257162,9.252035851,-6.27678071,2.31E-07,2.66E-05,6.946756794
FAM167A-AS1,-1.680791779,3.740048807,-6.27505169,2.32E-07,2.67E-05,6.941492332
TMEM132C,-2.426788172,4.665601862,-6.273377272,2.34E-07,2.68E-05,6.936394046
MPPED2,-0.927496946,6.704315902,-6.271142259,2.35E-07,2.69E-05,6.929588737
ATL2,-0.558993206,8.946704761,-6.270808071,2.36E-07,2.69E-05,6.928571167
C6orf89,-0.62321646,11.11209772,-6.269754245,2.36E-07,2.70E-05,6.925362355
EPB41L3,-1.036942716,6.505444513,-6.26675964,2.39E-07,2.71E-05,6.916243874
UBL5,-0.714858613,10.15279147,-6.261998755,2.42E-07,2.75E-05,6.901746641
MRPS31,-0.62944462,8.821346991,-6.256879165,2.46E-07,2.78E-05,6.886156471
SPTSSA,-0.588936344,8.634388278,-6.25329623,2.49E-07,2.81E-05,6.875245323
SVIP,-0.602858205,8.639045503,-6.239422417,2.60E-07,2.91E-05,6.832992247
HLA-DMB,-1.185094787,6.316209676,-6.239376967,2.60E-07,2.91E-05,6.832853819
TMX2,-0.696568611,9.29824032,-6.22984651,2.68E-07,2.98E-05,6.803825845
STEAP4,-1.03293303,9.169982517,-6.227896402,2.70E-07,2.98E-05,6.797885922
FERMT3,-1.090294503,5.804894297,-6.227455939,2.70E-07,2.98E-05,6.796544282
ZNF32,-0.89371509,8.057016794,-6.227138805,2.70E-07,2.98E-05,6.795578299
SMIM26,-0.806417457,8.502949232,-6.224320529,2.73E-07,3.01E-05,6.786993777
ACSL3,-0.675428786,8.979493199,-6.219806425,2.77E-07,3.04E-05,6.773243355
PRKACB,-0.914321679,7.997100058,-6.209949937,2.86E-07,3.13E-05,6.743217905
ATP1B1,-0.982410218,9.165055032,-6.209448795,2.86E-07,3.13E-05,6.741691237
FBN1,-1.060102895,9.390759234,-6.209109528,2.86E-07,3.13E-05,6.740657698
RPP25,-1.151134863,5.26308862,-6.206530204,2.89E-07,3.15E-05,6.732800002
VASH2,-0.995143505,5.464713443,-6.204165166,2.91E-07,3.16E-05,6.725594986
FKBP7,-0.890309285,7.042913736,-6.20258814,2.92E-07,3.17E-05,6.720790559
SORBS2,0.842410648,5.550431269,6.202312951,2.93E-07,3.17E-05,6.719952187
CHPT1,-0.951248963,9.614081442,-6.201979441,2.93E-07,3.17E-05,6.718936137
EEF1D,-0.816588285,10.30717125,-6.199897757,2.95E-07,3.19E-05,6.712594155
PIK3R3,-0.910957985,10.09478376,-6.196243087,2.98E-07,3.21E-05,6.701459754
HSPA8,-1.606498809,6.088148654,-6.19335652,3.01E-07,3.22E-05,6.692665281
SORBS1,-0.990310743,8.718341115,-6.189932359,3.04E-07,3.24E-05,6.682232705
RPL35,-1.318170293,5.716410193,-6.189289165,3.05E-07,3.24E-05,6.680273024
PGAM2,-0.896233942,11.29569683,-6.188582997,3.06E-07,3.25E-05,6.678121467
PDCD1LG2,-0.837925699,5.778081955,-6.185451978,3.09E-07,3.27E-05,6.668581733
PLCE1-AS2,1.830984369,3.110031282,6.180587512,3.13E-07,3.30E-05,6.653760071
NDUFC2,-0.642817736,8.973049799,-6.17960819,3.14E-07,3.30E-05,6.650776096
NAMPT,-0.765511555,11.27099926,-6.178669331,3.15E-07,3.31E-05,6.647915392
B4GALT6,-1.141716298,5.955923248,-6.175849628,3.18E-07,3.33E-05,6.639323657
ZNF90,-0.732146394,11.46401455,-6.175076316,3.19E-07,3.34E-05,6.636967321
GSTM2,-0.714014698,8.776330033,-6.168149112,3.26E-07,3.40E-05,6.615859153
LINC00844,-1.924300216,4.657319693,-6.167623363,3.26E-07,3.40E-05,6.614257085
COL6A3,-0.763131471,8.369224789,-6.167081115,3.27E-07,3.40E-05,6.612604736
ADSS1,-0.724912471,7.125297002,-6.16679855,3.27E-07,3.40E-05,6.611743696
EEF1E1,-0.807430756,6.847650178,-6.155557188,3.39E-07,3.50E-05,6.57748756
PHTF2,-0.851424212,5.989417566,-6.154109514,3.41E-07,3.51E-05,6.57307586
COX14,-0.79777483,9.22479784,-6.15217934,3.43E-07,3.52E-05,6.567193715
ASAH1,0.94610677,8.354994102,6.149153896,3.46E-07,3.55E-05,6.557973641
ADH1C,-1.507417194,5.078817485,-6.148120534,3.47E-07,3.55E-05,6.554824424
PSMA3,-0.687890023,9.743167621,-6.148017427,3.47E-07,3.55E-05,6.5545102
RPS14,-1.154280036,8.61512444,-6.139330442,3.57E-07,3.65E-05,6.52803552
XBP1,-0.824599094,9.453836719,-6.135979434,3.61E-07,3.67E-05,6.517822578
PTP4A2,-1.109607181,4.658224917,-6.135386943,3.62E-07,3.67E-05,6.516016812
FDX1,-0.542453732,9.687136428,-6.130345533,3.67E-07,3.72E-05,6.500651623
COL28A1,-1.745820788,6.46881058,-6.13034357,3.67E-07,3.72E-05,6.500645641
RRAGC-DT,1.289001752,4.696956419,6.129497747,3.68E-07,3.72E-05,6.498067707
DAPK3,0.695404037,7.6311468,6.12920622,3.69E-07,3.72E-05,6.497179176
SLC7A8,-1.519104793,6.708759498,-6.122646536,3.76E-07,3.79E-05,6.477185916
DUSP3,-0.815185226,6.321864262,-6.119757036,3.80E-07,3.81E-05,6.468378813
RPS25,-0.709328206,12.22942398,-6.11756109,3.83E-07,3.84E-05,6.461685559
RPS15,-0.697347903,10.85243962,-6.112537232,3.89E-07,3.89E-05,6.446372565
TNFRSF1A,-0.668464784,8.890602648,-6.104940033,3.98E-07,3.96E-05,6.423215244
ATP5MF,-0.781531456,8.865907028,-6.104639067,3.99E-07,3.96E-05,6.422297841
PLK2,0.997000404,11.44527332,6.093334967,4.13E-07,4.09E-05,6.387839963
NDUFA11,-0.678629604,10.14372043,-6.09264658,4.14E-07,4.10E-05,6.385741528
RPS18,-0.766165708,12.35338015,-6.08818569,4.20E-07,4.14E-05,6.372143095
TOGARAM2,-1.213611604,6.298205227,-6.08269257,4.27E-07,4.20E-05,6.355397738
HSPB3,-0.963387265,10.49038967,-6.080253381,4.31E-07,4.22E-05,6.347961948
SOD2,-0.798805784,5.697080365,-6.07651286,4.36E-07,4.27E-05,6.336558965
DAAM2-AS1,-0.903174708,5.442389766,-6.074433903,4.39E-07,4.29E-05,6.330221201
PYM1,-0.796536351,5.286334122,-6.072511811,4.41E-07,4.31E-05,6.324361601
GOT1,-0.736515573,10.82940838,-6.07113431,4.43E-07,4.32E-05,6.320162197
LOXHD1,1.453357689,6.263604153,6.068993964,4.46E-07,4.34E-05,6.313637166
PRELID2,-1.322379642,6.051391821,-6.068299809,4.47E-07,4.34E-05,6.311520966
RPL27A,-0.718976385,10.56994569,-6.067215343,4.49E-07,4.34E-05,6.308214855
TIMP3,-0.927855701,12.84553446,-6.06696058,4.49E-07,4.34E-05,6.307438181
CST3,-0.805552618,11.24312422,-6.065281096,4.52E-07,4.36E-05,6.302318064
EPDR1,-0.850967543,9.62618769,-6.064840107,4.52E-07,4.36E-05,6.300973649
TTC9,1.12203826,7.273833194,6.063598145,4.54E-07,4.37E-05,6.297187352
IGDCC4,-1.649262674,4.786317386,-6.061349923,4.57E-07,4.40E-05,6.290333291
PPP1CC,-0.594935935,11.4166348,-6.059205083,4.60E-07,4.42E-05,6.283794362
KCNIP2,-2.074773908,8.341118104,-6.047581215,4.78E-07,4.57E-05,6.248356238
TIGAR,-0.705687308,7.691226,-6.045361667,4.81E-07,4.59E-05,6.24158929
ANKRD37,-1.283222884,5.443532308,-6.043353,4.84E-07,4.62E-05,6.235465246
COQ2,-1.271876236,3.84840549,-6.042903052,4.85E-07,4.62E-05,6.234093435
DPM3,-0.708919707,7.072727684,-6.041176757,4.87E-07,4.63E-05,6.228830259
KCNC4,3.282801792,5.491255827,6.040393066,4.89E-07,4.63E-05,6.226440913
TNFAIP6,-1.226150087,5.567271705,-6.037305875,4.93E-07,4.67E-05,6.217028525
TRAPPC12,-1.060960191,5.636133482,-6.030259919,5.05E-07,4.75E-05,6.195546208
TPM3,1.905900817,6.536331809,6.026862142,5.10E-07,4.79E-05,6.185186659
DDIT4,-1.679281913,3.47574204,-6.025639607,5.12E-07,4.79E-05,6.181459231
SNHG19,-0.984193515,4.981756859,-6.02513504,5.13E-07,4.79E-05,6.179920838
RPL27,-0.768104405,11.45954823,-6.025023922,5.13E-07,4.79E-05,6.179582046
MRPS36,-0.760758179,9.637733943,-6.022684914,5.17E-07,4.82E-05,6.172450531
TMEM14B,-0.79451282,9.325697042,-6.022491768,5.17E-07,4.82E-05,6.171861637
RPL7A,-0.700139981,12.57539632,-6.019624055,5.22E-07,4.85E-05,6.163118084
MYCN,1.335732475,4.687172362,6.019425106,5.22E-07,4.85E-05,6.162511496
IQGAP2,-1.366696192,7.470485104,-6.016567799,5.27E-07,4.88E-05,6.15379962
CCRL2,-1.388364358,3.81597896,-6.014924096,5.30E-07,4.90E-05,6.148787983
PALLD,-1.192580402,11.04959988,-6.014141431,5.31E-07,4.90E-05,6.146401639
SLCO2B1,-1.345431589,8.308326701,-6.010200018,5.38E-07,4.96E-05,6.134384235
SRSF3,-0.688808871,9.441157186,-6.009280138,5.39E-07,4.96E-05,6.1315795
RPL32P27,-0.800973408,9.013154161,-6.005048772,5.46E-07,5.01E-05,6.11867793
SNRPA1-DT,-0.82443729,6.267241997,-6.005032582,5.46E-07,5.01E-05,6.118628566
RASSF10,1.28441355,4.866280763,5.99686503,5.61E-07,5.13E-05,6.093725235
RPS27A,-0.697588441,12.08589827,-5.995790775,5.63E-07,5.13E-05,6.090449753
SNORA48,-1.944955781,4.406502106,-5.985175418,5.82E-07,5.30E-05,6.058082568
MED16,-0.793706627,7.40234287,-5.981521376,5.89E-07,5.34E-05,6.046940996
MRPS15,-0.790673294,9.334375329,-5.981518695,5.89E-07,5.34E-05,6.04693282
SAMHD1,-0.834187601,9.830222097,-5.980678996,5.90E-07,5.34E-05,6.044372483
RDH10-AS1,-0.930755541,5.283744311,-5.979805371,5.92E-07,5.35E-05,6.041708701
C5orf15,-0.622723025,9.571118355,-5.978741778,5.94E-07,5.36E-05,6.038465681
TRMT10C,-0.689479068,8.452007604,-5.976585905,5.98E-07,5.38E-05,6.031892166
LINC01843,-1.609340982,2.689349412,-5.973462486,6.04E-07,5.42E-05,6.022368478
WFS1,-0.795592677,9.559705119,-5.972656883,6.06E-07,5.42E-05,6.019912093
PLIN2,-0.952676752,9.383208267,-5.971044364,6.09E-07,5.44E-05,6.014995317
NANS,-0.729377905,7.842517528,-5.969814724,6.11E-07,5.45E-05,6.011245985
STOM,-0.754523179,8.370868759,-5.969811241,6.11E-07,5.45E-05,6.011235364
LAPTM5,-1.296259573,8.161095282,-5.969260528,6.12E-07,5.45E-05,6.009556168
NDUFA7,-0.631969753,9.27310088,-5.967982462,6.15E-07,5.47E-05,6.005659181
ATP5MC1,-1.137198164,9.211787599,-5.967506983,6.16E-07,5.47E-05,6.004209382
EPB41L2,-1.010474445,7.164863814,-5.967344077,6.16E-07,5.47E-05,6.003712661
MSR1,-1.233773213,6.251840395,-5.957655421,6.35E-07,5.60E-05,5.974170658
SRCIN1,1.751280113,4.659725587,5.956448132,6.37E-07,5.62E-05,5.970489472
RTRAF,-0.634657788,9.003451903,-5.955789351,6.39E-07,5.62E-05,5.968480762
EIF1,-0.805262342,11.06041218,-5.953369428,6.44E-07,5.66E-05,5.961102096
NME4,-0.694366419,8.441021406,-5.946596455,6.58E-07,5.76E-05,5.940450429
CACNB2,-1.430687263,5.884615187,-5.945116967,6.61E-07,5.78E-05,5.935939286
EFHC2,-0.891278126,7.452258234,-5.940674057,6.70E-07,5.84E-05,5.922392318
GON7,-0.742284353,7.56074515,-5.937837781,6.76E-07,5.87E-05,5.91374419
ZNF330,-0.728040977,7.149563779,-5.930719358,6.92E-07,5.99E-05,5.892039385
CCDC47,-0.550990972,9.37415304,-5.928815053,6.96E-07,6.01E-05,5.886232984
NT5C1B,-1.070084896,4.141944766,-5.924598983,7.05E-07,6.08E-05,5.873377839
NDUFS4,-0.671651139,9.927578205,-5.924284825,7.06E-07,6.08E-05,5.872419947
NAA38,-0.870589634,6.452154474,-5.924204721,7.06E-07,6.08E-05,5.872175705
TMEM100,-1.495232255,5.410182016,-5.922579728,7.10E-07,6.10E-05,5.867220985
PXMP2,-0.879000773,8.066176321,-5.919916378,7.16E-07,6.14E-05,5.859100259
ABHD14A,-0.861515631,6.709779416,-5.91971854,7.16E-07,6.14E-05,5.85849704
B3GNT7,-0.817960463,6.024979306,-5.917870416,7.20E-07,6.16E-05,5.852862008
ARL14EP,-0.794079355,6.158061033,-5.914066976,7.29E-07,6.22E-05,5.841265151
C3,-0.862104625,6.046345985,-5.912340308,7.33E-07,6.24E-05,5.836000484
NDUFS8,-0.690265605,10.36426835,-5.912196996,7.33E-07,6.24E-05,5.835563521
OSR1,-1.735999462,4.194819299,-5.909137267,7.41E-07,6.28E-05,5.826234343
GGNBP2,-0.693795783,5.746614867,-5.909092352,7.41E-07,6.28E-05,5.826097398
PHACTR1,-0.904136207,7.45371313,-5.905882694,7.48E-07,6.32E-05,5.816311131
PNPLA7,0.918024719,5.879829062,5.903623932,7.54E-07,6.35E-05,5.809424184
TESC,-1.2894195,7.977135247,-5.903456695,7.54E-07,6.35E-05,5.808914282
SNAI2,-0.815192001,7.174731182,-5.900287322,7.62E-07,6.39E-05,5.799250936
SELPLG,-1.292963807,5.4234926,-5.898059339,7.67E-07,6.43E-05,5.792457901
ASF1A,-0.58635917,8.995832788,-5.892986099,7.80E-07,6.52E-05,5.776989892
PIGH,-0.748674636,7.134665814,-5.892938589,7.80E-07,6.52E-05,5.776845039
RPL18,-0.903635258,7.429361159,-5.886896663,7.95E-07,6.62E-05,5.758423778
FRK,-0.832463076,9.194972577,-5.880886397,8.10E-07,6.72E-05,5.740099294
SLC18B1,-0.832994799,6.613036376,-5.878531355,8.16E-07,6.76E-05,5.732919161
PKHD1L1,-2.642268536,6.777579953,-5.877183409,8.20E-07,6.78E-05,5.728809519
MRPL22,-0.816137305,6.239251742,-5.875596622,8.24E-07,6.80E-05,5.723971709
RMRP,-1.141136575,15.89336822,-5.874459031,8.27E-07,6.82E-05,5.720503423
CYC1,-0.591236798,11.27160431,-5.868812172,8.42E-07,6.92E-05,5.703287452
PCM1,0.827983247,6.819622878,5.861888942,8.60E-07,7.03E-05,5.682180494
NUDT4,-0.927181067,7.406877689,-5.861195736,8.62E-07,7.04E-05,5.68006713
SLCO4A1-AS2,-1.683413798,3.926602071,-5.859553812,8.67E-07,7.07E-05,5.675061443
UBE2N,-0.614107852,7.900359892,-5.858246219,8.70E-07,7.09E-05,5.671075042
FGD2,-0.824691593,5.591102557,-5.857282763,8.73E-07,7.10E-05,5.668137808
CHGB,-1.939365629,5.772037127,-5.854794321,8.80E-07,7.13E-05,5.660551471
SLC31A2,-0.889419507,6.381121793,-5.85341753,8.84E-07,7.15E-05,5.656354173
ETFB,-0.641147389,10.50422848,-5.843170838,9.13E-07,7.31E-05,5.625116624
SDHAF4,-0.612164255,7.586894952,-5.840888461,9.19E-07,7.35E-05,5.618158841
MIR133A1HG,-1.273926211,5.377828685,-5.837943477,9.28E-07,7.39E-05,5.609181195
C19orf53,-0.756289046,8.329830922,-5.834927368,9.37E-07,7.44E-05,5.599986834
ZNF569,-0.712582882,7.658202244,-5.832406891,9.45E-07,7.49E-05,5.592303449
EMC4,-0.642805103,9.056451635,-5.829508645,9.53E-07,7.54E-05,5.583468574
ARHGAP31,-0.660938156,10.72787193,-5.822049151,9.76E-07,7.69E-05,5.560729893
C8orf88,-0.930573333,8.74714101,-5.817260036,9.91E-07,7.80E-05,5.546131674
CLGN,-0.951145018,8.148904679,-5.816688646,9.93E-07,7.80E-05,5.544389978
TMC6,1.579683187,4.581111214,5.813742934,1.00E-06,7.85E-05,5.535411013
H2AC20,-0.712323439,10.04046077,-5.813356035,1.00E-06,7.85E-05,5.534231695
SPRY1,-1.071416163,4.771320001,-5.812707799,1.01E-06,7.85E-05,5.532255798
PALM3,1.867509005,3.223431565,5.811151756,1.01E-06,7.88E-05,5.527512819
LSM10,-0.798321321,7.987492548,-5.810249473,1.01E-06,7.90E-05,5.524762583
UTP11,-0.57670975,8.620269867,-5.809647301,1.02E-06,7.90E-05,5.522927121
LDB3,-1.123281933,11.424541,-5.80785298,1.02E-06,7.93E-05,5.517457926
EBP,-0.927115839,6.980016817,-5.805698537,1.03E-06,7.97E-05,5.510891125
LINC01550,-1.05135686,5.066094046,-5.804503252,1.03E-06,7.99E-05,5.507247892
ACSM3,-1.089252954,7.478817948,-5.797395959,1.06E-06,8.14E-05,5.485585281
ZNF91,-1.279883103,3.985593099,-5.796293184,1.06E-06,8.15E-05,5.482224157
IGSF6,-0.941992336,6.925597024,-5.795972907,1.06E-06,8.15E-05,5.481247996
SERP1,-0.602331406,9.082581236,-5.793620504,1.07E-06,8.18E-05,5.474078235
SEPTIN4,-1.109506405,7.618475571,-5.790751614,1.08E-06,8.23E-05,5.46533442
CSRP3-AS1,-0.832997885,6.162166475,-5.790316552,1.08E-06,8.23E-05,5.464008447
TCN2,-1.158713402,6.53277366,-5.787636539,1.09E-06,8.29E-05,5.455840431
HBEGF,0.942192564,10.06087649,5.786807853,1.09E-06,8.29E-05,5.453314825
HADH,-0.710840924,11.26994538,-5.786780353,1.09E-06,8.29E-05,5.453231013
F8,-1.161832789,11.18131487,-5.786382621,1.09E-06,8.29E-05,5.452018838
ABHD13,-0.51612517,8.906690153,-5.782141328,1.11E-06,8.38E-05,5.43909276
PRSS12,-1.232043121,4.580613587,-5.779979682,1.12E-06,8.42E-05,5.432504885
CTNNBIP1,-0.892362775,8.429545596,-5.777798535,1.12E-06,8.44E-05,5.425857661
RPL35A,-0.729790674,11.79923461,-5.777511507,1.12E-06,8.44E-05,5.424982927
RASD1,-1.948693862,5.372459509,-5.774655287,1.13E-06,8.51E-05,5.416278501
DBNDD2,-0.641510078,9.969965707,-5.774221291,1.14E-06,8.51E-05,5.414955897
SLC1A5,-1.030889362,6.371626683,-5.772463959,1.14E-06,8.53E-05,5.409600456
H2AZ1,-0.674904984,9.035191216,-5.772253492,1.14E-06,8.53E-05,5.408959064
CYP7B1,-0.909275364,6.419869118,-5.770719907,1.15E-06,8.55E-05,5.40428554
RIDA,-0.653550541,8.239542055,-5.767894236,1.16E-06,8.61E-05,5.395674558
LINC01151,-1.288794478,5.149965503,-5.765935674,1.17E-06,8.65E-05,5.389706102
CD44-AS1,-0.862087514,6.182013499,-5.765688092,1.17E-06,8.65E-05,5.388951633
ZDHHC18,-0.589250078,7.566032386,-5.76229993,1.18E-06,8.73E-05,5.378626847
APOC2,1.187176061,3.874191513,5.759526124,1.19E-06,8.77E-05,5.370174357
PSMA4,-0.872866263,7.442729305,-5.756572202,1.20E-06,8.83E-05,5.361173169
HOOK1,-1.34052881,7.140329113,-5.755737142,1.20E-06,8.84E-05,5.358628607
DNAH3,-1.600110821,5.075683042,-5.755545872,1.21E-06,8.84E-05,5.358045778
LRRC32,-1.044598294,8.181093678,-5.75501151,1.21E-06,8.85E-05,5.356417502
RNF10,-0.788991973,8.859944716,-5.75000542,1.23E-06,8.96E-05,5.341163501
GNAS,-0.986174514,9.475866231,-5.749898983,1.23E-06,8.96E-05,5.340839185
TSPAN13,-0.71695118,8.072294535,-5.745195804,1.25E-06,9.07E-05,5.326508653
COX7A1,-0.825736568,9.788655403,-5.74468272,1.25E-06,9.07E-05,5.32494532
CHAC2,-0.830113897,5.568990821,-5.742966737,1.25E-06,9.11E-05,5.319716873
MAP1LC3A,-0.694177043,7.14708995,-5.7420973,1.26E-06,9.12E-05,5.317067798
STAU2,-0.909890295,6.633163426,-5.74103669,1.26E-06,9.14E-05,5.313836264
HSD17B11,-0.736649927,8.355162197,-5.736826156,1.28E-06,9.23E-05,5.301007579
ENO3,-0.925028267,11.57412102,-5.734607644,1.29E-06,9.28E-05,5.294248354
SKAP2,-0.842179193,7.044570204,-5.734164357,1.29E-06,9.28E-05,5.292897786
PET100,-0.690486482,9.087152679,-5.731748237,1.30E-06,9.34E-05,5.285536648
PHPT1,-0.757632294,7.800663353,-5.730231642,1.31E-06,9.36E-05,5.280916138
FLAD1,-0.693449686,7.234368296,-5.72927129,1.31E-06,9.37E-05,5.277990324
PLA2G5,-1.03185298,5.786555161,-5.729131712,1.31E-06,9.37E-05,5.277565086
RPLP1,-0.742618241,13.14061123,-5.72693614,1.32E-06,9.40E-05,5.270876127
LDHA,-1.391315854,8.326737098,-5.724416927,1.33E-06,9.47E-05,5.263201307
SPATA6,-0.633105165,7.647621702,-5.723387223,1.33E-06,9.49E-05,5.260064342
H4C3,-0.863623896,9.054276419,-5.721831853,1.34E-06,9.51E-05,5.255325991
TRAPPC5,-0.787357379,6.632787221,-5.72064437,1.35E-06,9.53E-05,5.251708427
CNST,-0.547847521,9.354261735,-5.719305689,1.35E-06,9.54E-05,5.247630292
