"","adj.P.Val","P.Value","t","B","logFC"
"RFXAP",0.808,0.40031987,0.8676555,-5.6324,0.18955287
"DOHH",0.808,0.40035177,-0.8675952,-5.6325,-0.20016913
"SYAP1",0.808,0.40037932,-0.8675431,-5.6325,-0.36765801
"MFSD1",0.808,0.40039251,-0.8675182,-5.6325,-0.18042711
"OTUB1",0.808,0.40043424,-0.8674393,-5.6326,-0.43355976
"CDKN1C",0.8081,0.40060308,-0.8671203,-5.6328,-0.21481686
"FAM76B",0.8081,0.40066389,-0.8670054,-5.6329,-0.35678031
"COPB2",0.8082,0.40088254,0.8665924,-5.6333,0.14449347
"LHX6",0.8082,0.40092316,-0.8665157,-5.6333,-0.35665969
"GART",0.8082,0.40098702,-0.8663951,-5.6334,-0.16348211
"SGCE",0.8082,0.40099116,-0.8663873,-5.6335,-0.27329899
"EXOSC4",0.8084,0.40116888,0.8660518,-5.6337,0.15658327
"GSS",0.8084,0.40123613,0.8659248,-5.6338,0.24740306
"CTSD",0.8086,0.40142332,-0.8655716,-5.6341,-0.34100468
"WDR74",0.8086,0.40144462,-0.8655314,-5.6342,-0.30764202
"PTEN",0.8086,0.40153485,-0.8653612,-5.6343,-0.13957373
"CSNK1A1L",0.8087,0.40169453,-0.86506,-5.6346,-0.41215798
"NDUFS2",0.8092,0.40204255,-0.8644038,-5.6351,-0.22164636
"COIL",0.8092,0.40206701,0.8643577,-5.6351,0.15904673
"MIS12",0.8093,0.40222534,-0.8640594,-5.6354,-0.164283
"C1QTNF2",0.8095,0.40246088,-0.8636156,-5.6357,-0.30875807
"VPS52",0.8095,0.40261454,0.8633262,-5.636,0.20192741
"IRS2",0.8095,0.4026943,0.863176,-5.6361,0.33194869
"PYROXD2",0.8095,0.40279388,0.8629886,-5.6363,0.3015662
"NKIRAS2",0.8095,0.40287056,0.8628442,-5.6364,0.18156382
"PLEKHO2",0.8095,0.40300565,-0.86259,-5.6366,-0.35770565
"ARG2",0.8095,0.40306653,-0.8624754,-5.6367,-0.47250009
"ZNF451",0.8095,0.40312313,0.8623689,-5.6368,0.16388358
"NRIP2",0.8095,0.40312805,-0.8623597,-5.6368,-0.25481281
"ZMYM3",0.8095,0.40314588,0.8623261,-5.6368,0.25546759
"RPA3",0.8095,0.40317892,-0.8622639,-5.6369,-0.17721358
"ZNF787",0.8095,0.40319009,-0.8622429,-5.6369,-0.28213646
"TCF3",0.8095,0.40321061,0.8622043,-5.6369,0.27874287
"MTM1",0.8095,0.40329793,0.8620401,-5.637,0.22289406
"MT1G",0.8097,0.4034413,-0.8617704,-5.6373,-0.82853204
"QRICH1",0.8098,0.40356383,0.86154,-5.6374,0.25031972
"MAD2L1BP",0.8098,0.40373899,0.8612108,-5.6377,0.20478777
"MT1F",0.8098,0.40399249,0.8607344,-5.6381,0.36879948
"BRPF3",0.8098,0.40408524,0.8605601,-5.6383,0.15498382
"ATP8B2",0.8098,0.40412668,0.8604823,-5.6383,0.22876318
"ZNF32",0.8098,0.40415562,-0.8604279,-5.6384,-0.16095579
"TMUB2",0.8098,0.40426071,0.8602306,-5.6385,0.20931919
"PLD1",0.8098,0.40429768,0.8601611,-5.6386,0.21948278
"NOTCH3",0.8098,0.40436666,-0.8600316,-5.6387,-0.26868701
"RTN4RL2",0.8098,0.40439559,-0.8599773,-5.6387,-0.27405752
"CDCA5",0.8098,0.40445637,-0.8598632,-5.6388,-0.33075875
"PRKACA",0.8105,0.40484425,0.8591352,-5.6394,0.50736593
"ACAA2",0.8107,0.40515454,-0.8585532,-5.6399,-0.21459058
"ZNF419",0.8108,0.40526412,0.8583477,-5.6401,0.16428352
"ZBED4",0.8108,0.40533404,-0.8582166,-5.6402,-0.3036633
"RNF144B",0.8108,0.40542154,-0.8580526,-5.6403,-0.21864307
"TGFB1",0.8108,0.40549653,-0.8579121,-5.6404,-1.19175438
"GLOD4",0.8108,0.40560292,0.8577127,-5.6406,0.15522375
"UPF2",0.8108,0.40563475,0.8576531,-5.6406,0.26435064
"ATG12",0.8108,0.40564086,0.8576416,-5.6406,0.2842254
"DYRK1A",0.8108,0.40564766,0.8576289,-5.6407,0.15814198
"RIN2",0.8108,0.40574079,0.8574544,-5.6408,0.17748194
"SNRPF",0.8109,0.40585738,-0.857236,-5.641,-0.20948855
"GMPPA",0.811,0.40593927,-0.8570826,-5.6411,-0.15631514
"HSD17B8",0.811,0.40603458,-0.8569041,-5.6412,-0.20590685
"METTL26",0.811,0.40605681,-0.8568625,-5.6413,-0.25570817
"PIK3R4",0.8112,0.40625192,0.8564972,-5.6416,0.16644938
"MRPS2",0.8112,0.40638029,0.856257,-5.6418,0.16039684
"RPL35A",0.8113,0.40653718,-0.8559634,-5.642,-0.22077458
"ABHD16A",0.8114,0.4066369,-0.8557768,-5.6422,-0.23784864
"PCDHAC2",0.8114,0.4066842,-0.8556883,-5.6422,-0.30211415
"MON1A",0.8115,0.40686597,-0.8553484,-5.6425,-0.23294208
"PCDHB3",0.8115,0.40687937,0.8553233,-5.6425,0.4361805
"C21orf59",0.8115,0.40693554,0.8552183,-5.6426,0.15459435
"PRR3",0.812,0.40726254,0.854607,-5.6431,0.33267875
"PQLC1",0.812,0.40737511,0.8543967,-5.6433,0.18642126
"DLST",0.812,0.40739142,-0.8543662,-5.6433,-0.19275668
"DPYSL4",0.812,0.40742986,0.8542944,-5.6434,0.41567095
"ALPK2",0.812,0.407531,0.8541055,-5.6435,0.19013798
"PAPSS2",0.812,0.4075931,-0.8539895,-5.6436,-0.20979595
"TOMM70",0.812,0.40759848,0.8539794,-5.6436,0.14902081
"LGR6",0.812,0.4076689,-0.8538479,-5.6437,-0.44665122
"SLC46A3",0.8122,0.40780803,-0.8535881,-5.644,-0.23263486
"CD99",0.8123,0.40800843,-0.853214,-5.6443,-0.22891902
"UBR5",0.8123,0.40801968,0.853193,-5.6443,0.15006703
"PHACTR3",0.8123,0.40806616,0.8531062,-5.6443,0.622547
"PNN",0.8123,0.4081396,0.8529692,-5.6445,0.15848159
"TAS2R5",0.8123,0.40825633,0.8527514,-5.6446,0.29578004
"C12orf49",0.8123,0.40833281,-0.8526087,-5.6447,-0.39124288
"ARID5B",0.8123,0.40834631,0.8525835,-5.6448,0.24531007
"ANXA6",0.8123,0.40835635,0.8525648,-5.6448,0.33337815
"RNF146",0.8124,0.4085304,-0.8522401,-5.645,-1.10134934
"ELK4",0.8126,0.40872632,-0.8518748,-5.6453,-0.48520764
"FXYD6",0.8133,0.40923065,-0.850935,-5.6461,-0.23372037
"UBR4",0.8133,0.40926921,0.8508631,-5.6462,0.36028407
"ANAPC13",0.8133,0.40937037,-0.8506747,-5.6463,-0.1545067
"LTC4S",0.8133,0.40941763,0.8505867,-5.6464,0.41987723
"ORAI3",0.8133,0.40958148,0.8502816,-5.6466,0.28214375
"CACNB3",0.8133,0.40967835,-0.8501013,-5.6468,-0.49502355
"LSM1",0.8133,0.40972229,-0.8500195,-5.6469,-0.2131061
"RFNG",0.8133,0.40975245,0.8499633,-5.6469,0.18211354
"PARP10",0.8133,0.40983368,-0.8498122,-5.647,-0.50984968
"PHLPP2",0.8133,0.40983965,0.8498011,-5.647,0.504574
"RNF182",0.8133,0.4099253,0.8496417,-5.6472,0.72257192
"TTC25",0.8133,0.40998968,0.8495219,-5.6473,0.28356274
"TRIM27",0.8133,0.41001819,0.8494688,-5.6473,0.28663403
"CEP57L1",0.8134,0.41012864,-0.8492634,-5.6475,-0.32433787
"TMEM14B",0.8141,0.41060508,-0.8483775,-5.6482,-0.19092147
"SSBP4",0.8142,0.41075149,0.8481054,-5.6484,0.2546541
"IDH1",0.8142,0.41080171,-0.848012,-5.6485,-0.29203861
"ABLIM3",0.8142,0.4109246,0.8477837,-5.6487,0.28197231
"CTGF",0.8142,0.41096297,0.8477124,-5.6487,0.47429299
"ADGRL3",0.8142,0.41101512,0.8476156,-5.6488,0.65400112
"C15orf57",0.8142,0.41107936,-0.8474962,-5.6489,-0.165415
"CRX",0.8143,0.41120165,-0.8472691,-5.6491,-0.28610312
"AZIN2",0.8143,0.4112976,0.847091,-5.6492,0.28862372
"ACSBG2",0.8143,0.41132262,-0.8470445,-5.6493,-0.26881823
"HSD11B1",0.8143,0.41134901,0.8469955,-5.6493,0.31767622
"SOX18",0.8147,0.41161568,-0.8465006,-5.6497,-0.20659929
"ZDHHC4",0.8148,0.41177783,-0.8461997,-5.6499,-0.28691452
"TARP",0.8148,0.41196243,-0.8458573,-5.6502,-0.89393539
"PCNX2",0.8148,0.41205705,-0.8456818,-5.6504,-0.23651106
"SRGAP3",0.8148,0.41210516,0.8455926,-5.6504,0.34823843
"NIP7",0.8148,0.41212659,-0.8455529,-5.6505,-0.20079403
"PLCB2",0.8148,0.41227852,-0.8452712,-5.6507,-0.40016092
"DYNLL1",0.8148,0.4122833,-0.8452623,-5.6507,-0.16864317
"SCRN3",0.8149,0.41241346,0.8450211,-5.6509,0.38515494
"PHKG1",0.8149,0.41241897,-0.8450109,-5.6509,-0.45867533
"FKBP9",0.8152,0.41282743,0.8442541,-5.6515,0.27164662
"C5orf51",0.8152,0.41297944,0.8439726,-5.6517,0.20976026
"KLF10",0.8152,0.41298207,0.8439677,-5.6517,0.52408671
"FAM104A",0.8152,0.41307705,-0.8437919,-5.6519,-0.2640698
"WSCD2",0.8152,0.4131196,-0.8437131,-5.652,-0.57647455
"PPIC",0.8155,0.41332589,-0.8433313,-5.6523,-0.21883862
"QPCT",0.8155,0.41339435,0.8432046,-5.6524,0.43769402
"GPR12",0.8155,0.41348953,-0.8430285,-5.6525,-0.48443206
"NSMAF",0.8155,0.41358431,-0.8428531,-5.6526,-0.19451373
"ACTR10",0.8155,0.4137396,0.8425659,-5.6529,0.17610335
"CES2",0.8155,0.41377672,0.8424973,-5.6529,0.28253645
"ITPA",0.8155,0.41377803,-0.8424948,-5.6529,-0.29022011
"FGFBP2",0.8155,0.41382472,0.8424085,-5.653,0.67020434
"ADAMTS19",0.8156,0.41397764,-0.8421258,-5.6532,-0.5291388
"ARIH2",0.8156,0.41405289,0.8419866,-5.6533,0.21344238
"NUP43",0.8156,0.41422001,-0.8416778,-5.6536,-0.29843271
"CA5B",0.8156,0.414262,0.8416002,-5.6537,0.39195205
"GLT8D1",0.8156,0.4143167,-0.8414991,-5.6537,-0.24168932
"PRICKLE2",0.8156,0.41435393,0.8414303,-5.6538,0.16228384
"RILPL1",0.8156,0.41436773,0.8414048,-5.6538,0.14806405
"UBB",0.8156,0.4144358,0.8412791,-5.6539,0.30544303
"CD99L2",0.8156,0.41446047,0.8412335,-5.654,0.20478842
"G6PC3",0.8157,0.41458103,-0.8410108,-5.6541,-0.19167677
"RUFY1",0.8157,0.4146569,0.8408707,-5.6542,0.36779537
"ZNF91",0.8157,0.41475304,-0.8406931,-5.6544,-0.50229409
"ATAD3A",0.8157,0.41475347,-0.8406924,-5.6544,-0.25961584
"FAM206A",0.8157,0.4148565,-0.8405021,-5.6545,-0.18664516
"SLK",0.8163,0.41518527,0.8398953,-5.655,0.24343411
"ZNF518B",0.8164,0.41540443,0.839491,-5.6554,0.1850957
"B4GALT2",0.8164,0.41543602,0.8394327,-5.6554,0.44916058
"SLC25A1",0.8165,0.41572279,-0.8389039,-5.6558,-0.31408107
"DICER1",0.8165,0.41580109,-0.8387596,-5.6559,-0.37406769
"SLC9A2",0.8165,0.41588489,-0.8386051,-5.6561,-0.32187561
"GPAA1",0.8165,0.41590113,0.8385752,-5.6561,0.40304694
"SLC2A10",0.8165,0.4159213,-0.838538,-5.6561,-0.49688633
"AIG1",0.8165,0.4159526,-0.8384803,-5.6562,-0.32758104
"SUCLG1",0.8165,0.41600436,-0.8383849,-5.6562,-0.16226486
"RYBP",0.8165,0.41600733,-0.8383795,-5.6562,-0.13967683
"SPATS2L",0.8165,0.41602395,0.8383488,-5.6563,0.30817805
"IFIT1",0.8165,0.4161827,0.8380563,-5.6565,0.24087627
"AFF1",0.8165,0.4161875,0.8380475,-5.6565,0.31658479
"NELFA",0.8165,0.41629565,0.8378483,-5.6567,0.44502568
"AASS",0.8165,0.41630759,0.8378263,-5.6567,0.22082514
"GATC",0.8165,0.41632593,0.8377925,-5.6567,0.61035854
"CEP89",0.8165,0.41641506,-0.8376283,-5.6568,-0.16884271
"HRH1",0.8167,0.4166562,-0.8371843,-5.6572,-0.98466664
"RSBN1",0.8167,0.41677634,-0.8369632,-5.6574,-0.16644992
"PTRF",0.8167,0.41688887,0.8367561,-5.6575,0.19870604
"FBN2",0.8167,0.41694376,-0.8366551,-5.6576,-0.29829227
"DENND2C",0.8167,0.41694952,-0.8366445,-5.6576,-0.19776158
"GRB7",0.8167,0.41700068,0.8365503,-5.6577,0.95707329
"RGS11",0.8167,0.41705246,0.8364551,-5.6578,0.24239966
"DHRS3",0.8167,0.41711488,0.8363403,-5.6579,0.24856554
"TUBB2A",0.8167,0.41720728,-0.8361703,-5.658,-0.29861907
"RELB",0.8167,0.41721146,0.8361626,-5.658,0.46775387
"WDYHV1",0.8167,0.41724566,0.8360997,-5.6581,0.20396832
"VPS37B",0.8179,0.41793863,0.8348259,-5.6591,0.15873301
"KIRREL2",0.8181,0.41820122,0.8343435,-5.6595,0.24276445
"TRAPPC10",0.8182,0.41840875,-0.8339625,-5.6598,-0.27414032
"YRDC",0.8182,0.41847149,0.8338473,-5.6599,0.46907725
"LYSMD1",0.8182,0.41854183,0.8337182,-5.66,0.20650017
"EIF4A1",0.8182,0.41857254,-0.8336618,-5.66,-0.21196804
"ACAP1",0.8182,0.4185927,0.8336248,-5.66,0.33242089
"ABTB1",0.8183,0.41874193,-0.833351,-5.6603,-0.41506092
"DDX47",0.8183,0.4188329,-0.8331841,-5.6604,-0.11873345
"ZNF792",0.8183,0.41883884,-0.8331732,-5.6604,-0.20594173
"MPC2",0.8183,0.41888619,0.8330863,-5.6605,0.17663698
"STX2",0.8184,0.41902804,-0.8328261,-5.6607,-0.2230937
"ZNF614",0.8184,0.41905659,-0.8327737,-5.6607,-0.19063004
"POLR3K",0.8187,0.41939462,0.832154,-5.6612,0.15570439
"MPV17",0.8187,0.41953565,0.8318955,-5.6614,0.26599106
"GCNT2",0.8187,0.4196807,0.8316297,-5.6616,0.28702167
"MRPS26",0.8187,0.41971256,-0.8315713,-5.6617,-0.19204452
"DHRS11",0.8187,0.41973537,0.8315295,-5.6617,0.16266504
"SLC29A4",0.8187,0.41977173,-0.8314629,-5.6618,-0.66455893
"ZNF581",0.8187,0.41990065,0.8312267,-5.662,0.18519625
"DAP3",0.8187,0.41994796,-0.8311401,-5.662,-0.16534587
"FBXW7",0.8187,0.42010522,-0.8308521,-5.6623,-0.27245398
"MGLL",0.8187,0.42018221,-0.8307112,-5.6624,-0.66083489
"EVL",0.8187,0.42019009,-0.8306967,-5.6624,-0.20893688
"SMUG1",0.8187,0.42027383,-0.8305434,-5.6625,-0.17822658
"MOAP1",0.8187,0.42031731,0.8304638,-5.6626,0.23878903
"TMPRSS9",0.8187,0.42037613,0.8303562,-5.6626,0.34544863
"PI4K2A",0.8187,0.42044048,0.8302384,-5.6627,0.23536497
"NR2C2",0.8187,0.42044298,-0.8302338,-5.6627,-0.19931578
"SLC7A5",0.8187,0.42053792,-0.8300601,-5.6629,-0.57656369
"ZNF491",0.8187,0.4205515,0.8300353,-5.6629,0.24479765
"RUNDC1",0.8187,0.42068214,-0.8297962,-5.6631,-0.17036425
"IL1F10",0.8187,0.42077335,-0.8296294,-5.6632,-0.25067686
"CASP3",0.8187,0.42081552,0.8295523,-5.6633,0.31349839
"PLXNC1",0.8187,0.42083955,-0.8295083,-5.6633,-0.30811844
"GID8",0.8187,0.4208446,0.8294991,-5.6633,0.17581826
"DMAP1",0.8187,0.42096444,0.8292799,-5.6635,0.21356768
"SPRED2",0.8187,0.42098938,-0.8292343,-5.6635,-0.23932263
"SLC30A1",0.8187,0.42104829,0.8291266,-5.6636,0.17886321
"CROCC",0.8187,0.42105456,-0.8291152,-5.6636,-0.32899
"MRS2",0.8187,0.42120502,0.8288401,-5.6638,0.19168153
"ZNF789",0.8187,0.42133548,0.8286016,-5.664,0.3889741
"INTS7",0.8187,0.42137909,-0.828522,-5.6641,-0.38894998
"CCAR1",0.8187,0.42138886,-0.8285041,-5.6641,-0.19982699
"ATP2B4",0.8187,0.4214559,0.8283816,-5.6642,0.28642395
"ARHGAP5",0.8187,0.42148516,0.8283281,-5.6643,0.25073865
"RPL38",0.8187,0.42154077,-0.8282265,-5.6643,-0.12922078
"DYM",0.8187,0.42156869,-0.8281755,-5.6644,-0.12675761
"BCL9L",0.8187,0.42157277,0.8281681,-5.6644,0.2852818
"GAL3ST3",0.8187,0.42163258,0.8280588,-5.6645,0.52939403
"NDUFB4",0.8187,0.42171943,-0.8279002,-5.6646,-0.86969199
"PUS7L",0.8187,0.421722,-0.8278955,-5.6646,-0.15774439
"CTDNEP1",0.8188,0.4218484,0.8276646,-5.6648,0.2793355
"GLCCI1",0.8188,0.42187343,0.8276189,-5.6648,0.52575747
"ATP13A2",0.819,0.42237016,0.8267123,-5.6655,0.23194815
"ZNF691",0.819,0.42237286,0.8267073,-5.6655,0.26932404
"PAPD7",0.819,0.42238922,0.8266775,-5.6656,0.18384547
"CREBZF",0.819,0.42241829,0.8266244,-5.6656,0.18125109
"POLG2",0.819,0.42246104,-0.8265464,-5.6657,-0.18282896
"SF3A1",0.819,0.42248998,0.8264936,-5.6657,0.27831925
"ZC3H3",0.819,0.42252543,0.826429,-5.6658,0.47538766
"LRRN3",0.8193,0.42272945,-0.8260569,-5.6661,-0.58803753
"CDK7",0.8193,0.42278602,-0.8259537,-5.6661,-0.15980632
"UPB1",0.8194,0.42290815,-0.825731,-5.6663,-0.35452588
"KIAA1468",0.8195,0.42302608,0.8255161,-5.6665,0.14523961
"PIGT",0.8199,0.42328701,0.8250405,-5.6669,0.16638555
"RPS6KL1",0.8202,0.42354316,-0.8245739,-5.6672,-0.1522078
"SLC38A11",0.8202,0.42362182,0.8244307,-5.6673,0.28536425
"OR7G2",0.8202,0.42368171,0.8243216,-5.6674,0.35098928
"CSPG4",0.8202,0.42370712,0.8242753,-5.6675,0.27803294
"CAPN6",0.8204,0.42396259,-0.8238103,-5.6678,-0.1550961
"RNF126",0.8204,0.42408645,0.8235848,-5.668,0.36220699
"SENP2",0.8204,0.42419815,0.8233816,-5.6682,0.23558023
"UBL7",0.8204,0.42421156,0.8233572,-5.6682,0.19426747
"FAM101B",0.8204,0.42422293,0.8233365,-5.6682,0.35057519
"GJC1",0.8204,0.42422308,0.8233362,-5.6682,0.22762721
"WRAP73",0.8204,0.42426447,0.8232609,-5.6683,0.16830636
"HDGFRP3",0.8207,0.42452418,-0.8227885,-5.6686,-0.34166994
"OS9",0.8209,0.42469852,0.8224715,-5.6689,0.20866021
"TSEN15",0.8209,0.42472425,-0.8224247,-5.6689,-0.29414874
"ENY2",0.8209,0.42476573,-0.8223493,-5.669,-0.21075916
"RABEPK",0.8209,0.42487185,-0.8221564,-5.6691,-0.12185514
"LRRC2",0.8209,0.42492182,-0.8220656,-5.6692,-0.28205854
"POLR2I",0.8213,0.42522739,-0.8215104,-5.6696,-0.1877686
"LSM7",0.8213,0.42523211,-0.8215018,-5.6696,-0.15651292
"MAGEH1",0.8213,0.42532885,-0.8213261,-5.6698,-0.13908188
"MKNK2",0.8213,0.42534508,0.8212966,-5.6698,0.34979412
"NANP",0.8215,0.42550339,0.8210091,-5.67,0.32123881
"ZNF519",0.8215,0.42558054,0.820869,-5.6701,0.37471338
"EXOC8",0.8218,0.42599449,0.8201176,-5.6707,0.20836568
"AHSA1",0.8218,0.42599864,0.8201101,-5.6707,0.12749354
"ZNF233",0.8218,0.42601391,0.8200824,-5.6708,0.43512884
"SLC20A2",0.8218,0.42613509,-0.8198625,-5.6709,-0.21117944
"DNM1L",0.8218,0.42621597,0.8197158,-5.6711,0.16343222
"TRPC4AP",0.8218,0.42622518,-0.8196991,-5.6711,-0.17135135
"CCL20",0.8218,0.42628357,-0.8195932,-5.6711,-0.48404047
"GNB3",0.8218,0.42631204,0.8195416,-5.6712,0.26311617
"NUP214",0.8218,0.42633406,0.8195016,-5.6712,0.17801842
"CUL2",0.822,0.4264972,-0.8192058,-5.6715,-0.17865394
"NFKB1",0.822,0.42662927,-0.8189664,-5.6716,-0.14767052
"HPF1",0.822,0.42670042,0.8188374,-5.6717,0.18839781
"MTHFSD",0.822,0.42674535,0.818756,-5.6718,0.59578283
"ZNF16",0.8227,0.42717116,0.8179845,-5.6724,0.32523632
"MAP1LC3B",0.8229,0.4273832,-0.8176005,-5.6727,-0.17618829
"MRPS24",0.8229,0.42747651,-0.8174315,-5.6728,-0.17004606
"SMG9",0.8232,0.4277068,-0.8170147,-5.6732,-0.28952314
"MEX3B",0.8234,0.42788411,-0.8166938,-5.6734,-0.76793584
"GATAD2A",0.8234,0.42790044,-0.8166643,-5.6734,-0.20538434
"SENP5",0.8237,0.42814954,-0.8162137,-5.6738,-0.64406783
"TUBA4B",0.8238,0.42825763,0.8160182,-5.674,0.27259976
"NDUFS4",0.8239,0.4283336,-0.8158808,-5.6741,-0.16301216
"ARID3B",0.8241,0.42853556,0.8155157,-5.6743,0.33768263
"MVP",0.8242,0.4286706,-0.8152717,-5.6745,-0.23206294
"MST1",0.8242,0.42868863,0.8152391,-5.6746,0.26085916
"RBBP5",0.8243,0.4288322,0.8149797,-5.6748,0.23588788
"RASGRP2",0.8243,0.42884828,-0.8149506,-5.6748,-0.28447357
"XIAP",0.8244,0.42899854,0.8146792,-5.675,0.22813396
"GSTM2",0.8244,0.42904175,0.8146011,-5.6751,0.26389995
"MORF4L1",0.8245,0.42916872,-0.8143718,-5.6752,-0.16794284
"CHST2",0.8248,0.42941751,-0.8139226,-5.6756,-0.42047162
"COG4",0.8248,0.42942741,0.8139048,-5.6756,0.21423222
"INTS9",0.8249,0.42955409,-0.8136761,-5.6758,-0.19971197
"OR51I1",0.8249,0.42959546,0.8136014,-5.6758,0.24490826
"ACBD5",0.8249,0.4296761,0.8134559,-5.676,0.46504244
"MADD",0.8254,0.43001275,-0.8128486,-5.6764,-0.28199999
"MYPN",0.8255,0.43010479,0.8126826,-5.6766,0.34893031
"DTYMK",0.8256,0.43020447,0.8125029,-5.6767,0.33891851
"B3GAT1",0.8258,0.4303759,-0.8121939,-5.6769,-0.5214572
"WDR45",0.8259,0.4304998,0.8119705,-5.6771,0.15400253
"RHOBTB2",0.826,0.43059065,0.8118068,-5.6772,0.25906366
"SUGCT",0.8261,0.43071431,-0.811584,-5.6774,-0.19984918
"NACA2",0.8261,0.4308564,-0.811328,-5.6776,-0.19572951
"ENPP3",0.8261,0.43085833,-0.8113246,-5.6776,-0.44641854
"GNB2",0.8261,0.43092482,0.8112048,-5.6777,0.17994219
"MYLK4",0.8263,0.43110013,-0.8108891,-5.678,-0.5879672
"OMD",0.8264,0.43127268,0.8105785,-5.6782,0.44475729
"SGCG",0.8264,0.43136084,0.8104198,-5.6783,0.23628424
"BLOC1S1",0.8264,0.43136461,-0.810413,-5.6783,-0.18382094
"SBF2",0.8265,0.43149948,-0.8101702,-5.6785,-0.16802756
"CPSF1",0.8266,0.43167451,-0.8098553,-5.6788,-0.29260138
"POLR3GL",0.8268,0.43183405,0.8095683,-5.679,0.16391879
"TBCB",0.8268,0.43201357,0.8092455,-5.6792,0.18227643
"C2CD5",0.8268,0.4320191,-0.8092355,-5.6792,-0.19386231
"NEK7",0.8268,0.43203914,0.8091995,-5.6793,0.74605833
"RUSC2",0.8269,0.43221601,-0.8088815,-5.6795,-0.25304314
"SMAD6",0.8269,0.43233934,0.8086598,-5.6797,0.2520214
"FAM207A",0.8269,0.43234866,-0.8086431,-5.6797,-0.33594503
"ALS2CL",0.8269,0.43236866,-0.8086071,-5.6797,-0.49255971
"TRAF1",0.8269,0.43243755,0.8084833,-5.6798,0.24572723
"MEDAG",0.8272,0.43278301,-0.8078627,-5.6803,-0.38999639
"TMTC1",0.8272,0.4328209,-0.8077947,-5.6804,-0.19321629
"SNN",0.8274,0.43298536,-0.8074993,-5.6806,-0.26826063
"NUBP2",0.8275,0.4331239,0.8072506,-5.6808,0.23621412
"POLH",0.8276,0.43342807,0.8067047,-5.6812,0.36475622
"SELL",0.8276,0.43345974,-0.8066479,-5.6812,-0.43203573
"C11orf31",0.8276,0.43361709,0.8063656,-5.6815,0.27219234
"EAF1",0.8276,0.43362514,-0.8063511,-5.6815,-0.29004078
"ARRB2",0.8276,0.43365302,0.8063011,-5.6815,0.34123671
"LRSAM1",0.8276,0.43366045,-0.8062878,-5.6815,-0.27455618
"SSH1",0.8276,0.43384186,0.8059624,-5.6818,0.33228996
"OPA1",0.8276,0.43388862,0.8058786,-5.6818,0.17514762
"CLCN2",0.8276,0.43392051,-0.8058214,-5.6819,-0.43841451
"SERPINB6",0.8276,0.43393027,-0.8058039,-5.6819,-0.15323126
"TNNC1",0.8276,0.43406647,-0.8055597,-5.6821,-0.12699057
"DAXX",0.8276,0.43414535,0.8054183,-5.6822,0.2429487
"CSNK1D",0.8276,0.43425344,0.8052246,-5.6823,0.47503146
"GABARAP",0.8276,0.43440188,-0.8049586,-5.6826,-0.51171874
"C1QTNF1",0.8276,0.43441391,-0.804937,-5.6826,-0.36886794
"GNAI2",0.8276,0.43446755,0.8048409,-5.6826,0.14697697
"VPS33B",0.8276,0.43451292,0.8047596,-5.6827,0.19092895
"BBOF1",0.8276,0.43455816,-0.8046786,-5.6828,-0.21670086
"C2orf47",0.8276,0.43457268,-0.8046526,-5.6828,-0.16667522
"NOTCH2NL",0.8276,0.43458722,-0.8046265,-5.6828,-0.16630668
"TTYH3",0.8276,0.43464641,-0.8045205,-5.6829,-0.43189057
"SMPD2",0.8276,0.43467747,-0.8044649,-5.6829,-0.1832934
"ERGIC1",0.8277,0.43483247,0.8041873,-5.6831,0.19673194
"TFDP2",0.8278,0.43504658,0.803804,-5.6834,0.2115231
"TNFSF9",0.8278,0.43523683,-0.8034635,-5.6837,-0.1919819
"MON2",0.8278,0.43526683,0.8034098,-5.6837,0.14348693
"ACTR6",0.8278,0.43531084,-0.803331,-5.6838,-0.18263148
"CARD19",0.8278,0.4353546,0.8032527,-5.6839,0.19381009
"UBE3D",0.8278,0.43537159,0.8032223,-5.6839,0.33327891
"PDLIM3",0.8278,0.4354567,-0.80307,-5.684,-0.38133914
"TRADD",0.8278,0.43573653,0.8025695,-5.6844,0.38111296
"RYK",0.8278,0.43574266,-0.8025586,-5.6844,-0.1229572
"EBP",0.8278,0.43574925,-0.8025468,-5.6844,-0.29010147
"DAB2IP",0.8278,0.43593091,0.802222,-5.6847,0.42617256
"HSD11B1L",0.8278,0.43616496,-0.8018036,-5.685,-0.40064189
"NR3C2",0.8278,0.43642861,-0.8013325,-5.6853,-0.25280407
"KIFC3",0.8278,0.43645882,0.8012786,-5.6854,0.21218271
"CGRRF1",0.8278,0.43652595,-0.8011587,-5.6855,-0.22701942
"ZNF350",0.8278,0.43656918,0.8010815,-5.6855,0.29699192
"KIAA0930",0.8278,0.43664744,0.8009417,-5.6856,0.42753911
"ZCCHC17",0.8278,0.4366992,0.8008493,-5.6857,0.16272087
"GSKIP",0.8278,0.43687353,-0.800538,-5.686,-0.27139032
"WDR48",0.8278,0.43692483,0.8004464,-5.686,0.2007762
"TMEM80",0.8278,0.43700203,0.8003086,-5.6861,0.27670595
"FAM8A1",0.8278,0.43704765,-0.8002272,-5.6862,-0.13922678
"ITFG2",0.8278,0.43734058,0.7997045,-5.6866,0.13378595
"DCUN1D5",0.8278,0.43735628,-0.7996764,-5.6866,-0.20850663
"RNASE4",0.8278,0.43740308,-0.799593,-5.6867,-0.23279561
"TUBB8",0.8278,0.43751117,-0.7994002,-5.6868,-0.23380788
