"","adj.P.Val","P.Value","t","B","logFC"
"KLHDC1",0.9615,0.831318,0.2170579,-5.9775,0.07892251
"THEM6",0.9615,0.83136718,-0.2169935,-5.9775,-0.07807017
"NHLRC2",0.9615,0.83142452,-0.2169185,-5.9775,-0.05693172
"FBXO17",0.9615,0.83150212,-0.2168169,-5.9775,-0.12778206
"TBC1D22B",0.9615,0.83168922,-0.2165721,-5.9776,-0.05652157
"AUH",0.9615,0.83169388,0.216566,-5.9776,0.07002509
"CCDC14",0.9615,0.83185322,0.2163575,-5.9776,0.03656452
"MYADML",0.9615,0.83195037,-0.2162304,-5.9776,-0.07989304
"ARAF",0.9615,0.83197189,0.2162022,-5.9776,0.04635498
"ST6GALNAC1",0.9615,0.83209188,0.2160453,-5.9777,0.07989732
"RTP5",0.9615,0.83235507,-0.2157009,-5.9778,-0.13908914
"GOLGA5",0.9615,0.83259861,0.2153823,-5.9778,0.03932786
"SPHK2",0.9615,0.83265978,0.2153023,-5.9778,0.05386289
"UBXN6",0.9615,0.83266857,-0.2152908,-5.9778,-0.03978553
"RAB6A",0.9615,0.83271765,-0.2152266,-5.9779,-0.03885798
"RPRD1A",0.9615,0.83273827,-0.2151997,-5.9779,-0.06150579
"GNA14",0.9615,0.83274443,-0.2151916,-5.9779,-0.09484924
"PHPT1",0.9615,0.83277785,0.2151479,-5.9779,0.03989261
"PPBP",0.9615,0.83296204,0.214907,-5.9779,0.04210123
"RABL3",0.9615,0.83297949,0.2148841,-5.9779,0.10379765
"INTS4",0.9616,0.83325261,0.2145269,-5.978,0.04296975
"FLT3LG",0.9616,0.83337018,-0.2143732,-5.978,-0.05684372
"FAM126B",0.9616,0.83337767,-0.2143634,-5.978,-0.08235144
"PKNOX1",0.9616,0.83337859,0.2143622,-5.978,0.04136321
"CIB2",0.9616,0.83358501,0.2140922,-5.9781,0.11458089
"UGGT2",0.9616,0.83364699,-0.2140112,-5.9781,-0.04422908
"GIMAP8",0.9616,0.83365931,-0.2139951,-5.9781,-0.05604502
"PROM2",0.9616,0.83377663,0.2138416,-5.9782,0.06791626
"PPIH",0.9616,0.83381519,0.2137912,-5.9782,0.04699494
"CCPG1",0.9616,0.83407234,-0.213455,-5.9782,-0.03701575
"SCAMP3",0.9616,0.83409589,-0.2134242,-5.9782,-0.04194681
"ZNF304",0.9616,0.83414188,-0.213364,-5.9783,-0.06168059
"SEMA3D",0.9616,0.83418549,0.213307,-5.9783,0.18460057
"TIPRL",0.9616,0.83421476,-0.2132687,-5.9783,-0.08148959
"STRAP",0.9616,0.83424337,-0.2132313,-5.9783,-0.03917313
"LYPLA1",0.9616,0.83430728,-0.2131478,-5.9783,-0.06612703
"TOB1",0.9619,0.83457166,-0.2128021,-5.9784,-0.06058485
"PDHB",0.9619,0.83480347,0.2124991,-5.9784,0.0360537
"PNMA2",0.9619,0.8348321,-0.2124617,-5.9785,-0.10320099
"NADSYN1",0.9619,0.83488897,-0.2123873,-5.9785,-0.03789508
"PALB2",0.962,0.83506909,-0.2121519,-5.9785,-0.05775362
"PTPN2",0.9626,0.83571971,0.2113015,-5.9787,0.08440747
"CNPY3",0.9626,0.8357475,0.2112652,-5.9787,0.12282852
"MTHFD1L",0.9628,0.83608189,0.2108282,-5.9788,0.0791263
"CCDC190",0.9628,0.83611528,-0.2107845,-5.9788,-0.15993747
"AGO4",0.9629,0.83623443,-0.2106288,-5.9788,-0.03456626
"STRBP",0.963,0.83638567,-0.2104312,-5.9789,-0.05080201
"GNAQ",0.963,0.8364482,-0.2103495,-5.9789,-0.06240982
"RARS2",0.963,0.83653091,0.2102414,-5.9789,0.04002879
"FBXO22",0.9631,0.83669326,-0.2100293,-5.979,-0.06965368
"FXR2",0.9631,0.83676512,0.2099354,-5.979,0.08464386
"PCYOX1",0.9631,0.83691398,0.209741,-5.979,0.05213765
"PCOLCE2",0.9631,0.83706107,-0.2095488,-5.9791,-0.04317295
"HLA-A",0.9631,0.83707804,-0.2095266,-5.9791,-0.0832703
"THAP7",0.9631,0.83718403,0.2093882,-5.9791,0.07310179
"ZNF79",0.9631,0.83724514,0.2093083,-5.9791,0.0662115
"ZNF542P",0.9631,0.83729524,-0.2092429,-5.9791,-0.14720215
"CFAP61",0.9631,0.83732458,0.2092046,-5.9791,0.07184289
"ZDHHC23",0.9631,0.83735625,-0.2091632,-5.9792,-0.07555902
"FAM174A",0.9634,0.83784148,0.2085294,-5.9793,0.0569195
"SNX29",0.9634,0.83799278,0.2083318,-5.9793,0.13029495
"PDIA5",0.9634,0.83806714,0.2082347,-5.9793,0.06535143
"RHOQ",0.9634,0.83813813,-0.208142,-5.9794,-0.03572269
"SFMBT1",0.9634,0.83818557,0.20808,-5.9794,0.05528936
"UPK1B",0.9634,0.83821154,0.2080461,-5.9794,0.05152079
"LRRC39",0.9634,0.83825434,-0.2079902,-5.9794,-0.07457553
"TNNT2",0.9634,0.83852242,-0.2076401,-5.9795,-0.0317999
"RPLP2",0.9634,0.83855914,-0.2075922,-5.9795,-0.04091666
"SOD1",0.9634,0.83872425,-0.2073766,-5.9795,-0.03352835
"YAP1",0.9634,0.83872797,-0.2073717,-5.9795,-0.04414568
"MYADM",0.9634,0.83873683,-0.2073601,-5.9795,-0.05545269
"IL1RAPL1",0.9634,0.83874198,-0.2073534,-5.9795,-0.06794757
"MRPS27",0.9634,0.83885831,0.2072015,-5.9796,0.05099699
"EXOC1",0.9634,0.83889726,-0.2071507,-5.9796,-0.0337608
"SNRPC",0.9634,0.83890723,0.2071376,-5.9796,0.05769741
"LTBR",0.9634,0.83899366,-0.2070248,-5.9796,-0.06161199
"EZR",0.9636,0.83918476,0.2067753,-5.9797,0.04837582
"ADRB2",0.9636,0.83929039,-0.2066374,-5.9797,-0.05116502
"WAC",0.9638,0.83950921,0.2063517,-5.9797,0.04968633
"RGMB",0.9638,0.83961277,0.2062165,-5.9798,0.06726854
"DYNC1I2",0.964,0.83987875,0.2058693,-5.9798,0.04466299
"CCDC94",0.9643,0.84022886,0.2054123,-5.9799,0.04065545
"PRELID1",0.9644,0.84051892,0.2050338,-5.98,0.050088
"RABGGTB",0.9644,0.84053553,0.2050121,-5.98,0.03647454
"PSMB7",0.9644,0.8405766,0.2049585,-5.98,0.03153496
"PUM2",0.9644,0.84062358,0.2048972,-5.98,0.03546584
"UBXN4",0.9644,0.84068071,-0.2048226,-5.9801,-0.0332662
"CCM2L",0.9645,0.8408934,-0.2045451,-5.9801,-0.03404241
"ZMAT2",0.9645,0.84093413,0.2044919,-5.9801,0.05032261
"ZDHHC22",0.9647,0.84118687,-0.2041621,-5.9802,-0.10929474
"TMEM183A",0.9647,0.84129026,-0.2040272,-5.9802,-0.03314277
"DCXR",0.9647,0.84149337,-0.2037622,-5.9803,-0.04915265
"KNTC1",0.9647,0.84151882,-0.203729,-5.9803,-0.04287131
"LRRC8A",0.9647,0.84155549,-0.2036812,-5.9803,-0.06103079
"HPR",0.9648,0.84177785,-0.2033911,-5.9803,-0.08117134
"MARK2",0.9649,0.8420636,-0.2030183,-5.9804,-0.08580381
"PYGM",0.9649,0.84209043,-0.2029833,-5.9804,-0.05117371
"MCMBP",0.9649,0.84210678,0.2029619,-5.9804,0.08752013
"EIF2D",0.965,0.8422282,-0.2028036,-5.9805,-0.04313049
"PDCD11",0.9652,0.84268075,-0.2022133,-5.9806,-0.04294429
"BLOC1S2",0.9652,0.84270073,-0.2021872,-5.9806,-0.10339864
"GHITM",0.9652,0.84270433,0.2021825,-5.9806,0.03332531
"RAB23",0.9652,0.84273036,0.2021486,-5.9806,0.08198889
"BACE1",0.9652,0.84278092,0.2020826,-5.9806,0.06905949
"TRIM52",0.9653,0.84300195,-0.2017944,-5.9807,-0.06885889
"FAM72D",0.9653,0.84302729,0.2017613,-5.9807,0.09848247
"CDK14",0.9653,0.84303662,-0.2017491,-5.9807,-0.04116086
"DAZAP1",0.9653,0.84310695,-0.2016574,-5.9807,-0.0443661
"TRAM2",0.9653,0.84324955,-0.2014715,-5.9807,-0.03412028
"RPL5",0.9655,0.84350393,-0.2011397,-5.9808,-0.0297955
"SHQ1",0.9655,0.84359334,-0.2010232,-5.9808,-0.04000863
"CDH19",0.9655,0.84378828,-0.200769,-5.9809,-0.06025663
"KPNB1",0.9657,0.84404877,0.2004293,-5.9809,0.03881433
"RNF19B",0.9657,0.84426355,0.2001493,-5.981,0.09745454
"BYSL",0.9657,0.84426827,0.2001432,-5.981,0.05571716
"ALDOA",0.9657,0.84427471,0.2001348,-5.981,0.03958045
"ASMTL",0.9657,0.84435614,-0.2000286,-5.981,-0.05576533
"C4orf32",0.9657,0.84442598,-0.1999376,-5.981,-0.07663599
"TPX2",0.9657,0.8444943,0.1998485,-5.9811,0.07049014
"SQLE",0.966,0.84478904,0.1994643,-5.9811,0.13010102
"BDH1",0.966,0.84488798,-0.1993353,-5.9812,-0.04869651
"MCOLN1",0.9662,0.84515769,-0.1989838,-5.9812,-0.0540723
"APMAP",0.9662,0.84526745,0.1988407,-5.9813,0.03967788
"CDC37",0.9662,0.84532607,-0.1987643,-5.9813,-0.04004478
"CDH26",0.9662,0.84546895,-0.1985781,-5.9813,-0.08658784
"MOB3C",0.9662,0.84553004,0.1984985,-5.9813,0.05615057
"PDZRN3",0.9662,0.84561155,-0.1983923,-5.9814,-0.11844904
"TXNDC12",0.9663,0.84614918,-0.1976917,-5.9815,-0.03001325
"S1PR1",0.9663,0.84623373,-0.1975815,-5.9815,-0.07341676
"MRPL23",0.9663,0.8462923,-0.1975052,-5.9815,-0.04776947
"OR14I1",0.9663,0.84630457,-0.1974892,-5.9815,-0.0607298
"TBC1D7",0.9663,0.84638509,-0.1973843,-5.9816,-0.05142717
"PRADC1",0.9663,0.84650714,0.1972253,-5.9816,0.04088784
"GPX8",0.9663,0.84665969,0.1970265,-5.9816,0.08808775
"TRIM23",0.9663,0.84676968,-0.1968832,-5.9817,-0.08900381
"RINL",0.9663,0.84679853,0.1968456,-5.9817,0.07899069
"RING1",0.9663,0.84680995,0.1968307,-5.9817,0.04195689
"DSCC1",0.9663,0.8468942,-0.196721,-5.9817,-0.07062257
"C1QBP",0.9663,0.84701776,-0.19656,-5.9817,-0.04516587
"DDC",0.9663,0.84703007,0.196544,-5.9817,0.14192401
"KLHL21",0.9663,0.84719904,0.1963239,-5.9818,0.05759451
"THBS3",0.9663,0.84729589,-0.1961977,-5.9818,-0.09617806
"B3GALNT2",0.9663,0.84732839,-0.1961554,-5.9818,-0.05462659
"FUCA2",0.9663,0.84741276,-0.1960455,-5.9818,-0.04447214
"RNF24",0.9663,0.84742064,-0.1960352,-5.9818,-0.05114416
"BRD9",0.9663,0.84750796,0.1959215,-5.9818,0.05868697
"NUP153",0.9663,0.84753791,0.1958825,-5.9819,0.07087381
"BTBD10",0.9663,0.847576,-0.1958328,-5.9819,-0.05277761
"POLA2",0.9663,0.84774406,0.195614,-5.9819,0.0669219
"EVI5L",0.9663,0.84777352,-0.1955756,-5.9819,-0.05993526
"MEIS2",0.9663,0.84784205,0.1954863,-5.9819,0.05035819
"ATG4A",0.9663,0.84787141,-0.1954481,-5.9819,-0.04077435
"RBPMS2",0.9663,0.84790902,-0.1953991,-5.9819,-0.03704172
"AGBL5",0.9663,0.84792928,-0.1953727,-5.982,-0.10217373
"RBM4",0.9663,0.84798323,0.1953024,-5.982,0.10923611
"ZNF84",0.9663,0.84812727,-0.1951149,-5.982,-0.04307629
"DDX20",0.9663,0.84814625,0.1950901,-5.982,0.06718475
"YEATS2",0.9663,0.8482451,0.1949614,-5.982,0.04296517
"RGAG1",0.9663,0.84827852,-0.1949179,-5.982,-0.1366799
"RPLP0",0.9665,0.84856895,-0.1945397,-5.9821,-0.13079338
"RAD51AP1",0.9665,0.84860436,-0.1944936,-5.9821,-0.15474232
"BLOC1S4",0.9666,0.84923057,-0.1936782,-5.9823,-0.02729394
"MESP1",0.9666,0.84948571,-0.1933461,-5.9823,-0.06628789
"PCGF6",0.9666,0.84954329,0.1932711,-5.9824,0.05252694
"XRCC1",0.9666,0.84954435,0.1932697,-5.9824,0.05270899
"CENPC",0.9666,0.84960821,0.1931866,-5.9824,0.05661668
"PRKAG2",0.9666,0.84971019,-0.1930538,-5.9824,-0.03039355
"LEMD2",0.9666,0.84984391,0.1928798,-5.9824,0.04434327
"COMT",0.9666,0.84984588,0.1928772,-5.9824,0.04237638
"ORC3",0.9666,0.84987193,0.1928433,-5.9824,0.05418187
"DPYSL3",0.9666,0.85006606,0.1925906,-5.9825,0.05794315
"CLPX",0.9666,0.85007184,-0.1925831,-5.9825,-0.03825238
"PLEKHF2",0.9666,0.85016348,-0.1924638,-5.9825,-0.08376857
"CCL26",0.9666,0.85030006,-0.192286,-5.9826,-0.09083187
"ADRA2B",0.9666,0.8503667,-0.1921993,-5.9826,-0.06427872
"KIF21A",0.9666,0.85052144,0.1919979,-5.9826,0.04326134
"LIMS1",0.9666,0.85057323,-0.1919305,-5.9826,-0.0877611
"FOXC1",0.9666,0.85063905,-0.1918448,-5.9826,-0.07568596
"NKAPL",0.9666,0.85067183,-0.1918022,-5.9826,-0.16082771
"LAMC1",0.9666,0.85068748,-0.1917818,-5.9827,-0.03144339
"LMAN2",0.9666,0.85069333,-0.1917742,-5.9827,-0.0625482
"GUCY1B3",0.9666,0.85070902,0.1917538,-5.9827,0.03985901
"MEOX1",0.9667,0.85098519,-0.1913944,-5.9827,-0.07089695
"RASL10B",0.9667,0.85109829,0.1912472,-5.9828,0.03989612
"SOS2",0.9667,0.85130876,0.1909733,-5.9828,0.05651878
"CUL1",0.9667,0.85139745,-0.1908579,-5.9828,-0.03322144
"EML1",0.9667,0.85147656,-0.190755,-5.9828,-0.02923566
"COL18A1",0.9667,0.85148795,0.1907402,-5.9829,0.04972196
"POP7",0.9667,0.85180237,-0.1903311,-5.9829,-0.04631879
"CSTF2",0.9667,0.85192879,-0.1901666,-5.983,-0.03228161
"ZFPM2",0.9667,0.85198524,0.1900932,-5.983,0.13342687
"PLPPR1",0.9667,0.85204328,0.1900177,-5.983,0.10116983
"TMEM147",0.9667,0.85206988,-0.1899831,-5.983,-0.04958733
"PRODH",0.9667,0.85241697,-0.1895315,-5.9831,-0.08711193
"CCDC141",0.9667,0.85243504,-0.189508,-5.9831,-0.09336115
"EYS",0.9667,0.85258425,-0.1893139,-5.9831,-0.03233538
"MBOAT7",0.9667,0.85278106,0.1890579,-5.9832,0.04931417
"RRAGA",0.9667,0.85278776,0.1890492,-5.9832,0.04679409
"MICA",0.9667,0.85280131,0.1890316,-5.9832,0.04339269
"ST3GAL2",0.9667,0.85281168,0.1890181,-5.9832,0.06821025
"SLC35G1",0.9667,0.85281285,-0.1890166,-5.9832,-0.10083366
"APH1A",0.9667,0.85292421,-0.1888718,-5.9832,-0.05499025
"HMGCS2",0.9667,0.85294647,-0.1888428,-5.9832,-0.21269244
"RAD51C",0.9667,0.85301242,0.188757,-5.9832,0.08664393
"NFKB2",0.9667,0.85310226,0.1886402,-5.9833,0.075129
"SHE",0.9667,0.8531773,-0.1885426,-5.9833,-0.07873121
"MAP1LC3A",0.9667,0.85329325,0.1883918,-5.9833,0.04216374
"GOPC",0.9667,0.85337541,-0.1882849,-5.9833,-0.04612447
"RPA1",0.9667,0.85344667,0.1881923,-5.9833,0.0680347
"COL6A1",0.9667,0.85354489,-0.1880645,-5.9834,-0.05340649
"RBM24",0.9667,0.85355344,0.1880534,-5.9834,0.0845362
"COL24A1",0.9667,0.85370592,0.1878551,-5.9834,0.10972359
"NSUN6",0.9667,0.85381328,0.1877155,-5.9834,0.03563171
"ZDHHC1",0.9667,0.85386369,-0.18765,-5.9834,-0.04638908
"ZNF658B",0.9667,0.85410228,0.1873397,-5.9835,0.15610217
"TSPAN7",0.9667,0.85415974,0.187265,-5.9835,0.08005043
"FERD3L",0.9667,0.85421995,-0.1871867,-5.9835,-0.05886395
"CRYBA2",0.9668,0.85435341,-0.1870132,-5.9836,-0.12248906
"KLHDC4",0.967,0.85463688,0.1866447,-5.9836,0.05159781
"TEX19",0.9671,0.85478504,-0.186452,-5.9837,-0.03672079
"EIF4A3",0.9671,0.85490505,-0.186296,-5.9837,-0.03087793
"HSD17B10",0.9671,0.85490935,-0.1862904,-5.9837,-0.03366975
"KATNB1",0.9671,0.85503296,-0.1861298,-5.9837,-0.05602193
"FGF23",0.9673,0.85545579,-0.1855801,-5.9838,-0.09824837
"CHST11",0.9673,0.85550083,-0.1855216,-5.9838,-0.08512368
"GPBP1",0.9674,0.85564943,-0.1853285,-5.9839,-0.05237369
"CRB3",0.9674,0.85589309,-0.1850118,-5.9839,-0.07492869
"PPAN",0.9676,0.85609092,0.1847547,-5.984,0.04126786
"FABP2",0.9677,0.85632301,-0.1844531,-5.984,-0.06914286
"TMEM59",0.9678,0.8565226,-0.1841937,-5.9841,-0.02736324
"TSSC4",0.9679,0.85666996,-0.1840022,-5.9841,-0.05063413
"HIST1H2AC",0.968,0.85684672,-0.1837725,-5.9842,-0.10195451
"GSTM1",0.968,0.85690375,0.1836984,-5.9842,0.16515109
"FGR",0.9681,0.85717223,-0.1833496,-5.9842,-0.1052473
"RAD1",0.9681,0.85724718,-0.1832522,-5.9843,-0.06679321
"KIAA0513",0.9681,0.85736284,0.183102,-5.9843,0.04155544
"TNIP2",0.9683,0.85762909,-0.1827561,-5.9844,-0.03802284
"MIGA1",0.9683,0.85767777,-0.1826928,-5.9844,-0.07424302
"C14orf169",0.9688,0.85818335,0.1820361,-5.9845,0.04322652
"ANKRD26",0.9688,0.85829679,-0.1818888,-5.9845,-0.11710046
"TSPAN17",0.9688,0.85853671,0.1815772,-5.9846,0.05012908
"ATP6AP1",0.9688,0.8585769,0.181525,-5.9846,0.04190266
"CBLL1",0.9688,0.85862616,-0.181461,-5.9846,-0.10968142
"KHK",0.9688,0.85880183,-0.1812328,-5.9846,-0.08944917
"CASD1",0.9688,0.85881368,0.1812175,-5.9846,0.04713176
"C14orf159",0.9688,0.85898235,0.1809984,-5.9847,0.04626882
"DDX18",0.9688,0.85910026,0.1808453,-5.9847,0.03463328
"NBR1",0.9688,0.85911846,0.1808217,-5.9847,0.03815344
"NINJ1",0.9688,0.85912461,-0.1808137,-5.9847,-0.05116259
"HOXB13",0.9688,0.85912631,-0.1808115,-5.9847,-0.13637933
"ISYNA1",0.9688,0.85916142,-0.1807659,-5.9847,-0.05803741
"MRPS36",0.9688,0.85920208,0.1807131,-5.9847,0.03607698
"GGCX",0.9688,0.85947422,0.1803597,-5.9848,0.03886039
"AP3M1",0.9688,0.85947464,-0.1803592,-5.9848,-0.04226982
"GNPDA2",0.9688,0.85951551,-0.1803061,-5.9848,-0.06136737
"ZBP1",0.9688,0.85971387,-0.1800485,-5.9848,-0.09245856
"DPY19L3",0.9688,0.8597419,-0.1800121,-5.9849,-0.1004913
"ANGEL1",0.9688,0.85978672,0.1799539,-5.9849,0.03584723
"TRAPPC13",0.9688,0.85983276,-0.1798942,-5.9849,-0.08927963
"SLC25A6",0.9688,0.85996836,0.1797181,-5.9849,0.04512407
"WDR5B",0.9688,0.86005637,0.1796038,-5.9849,0.03983937
"GSTCD",0.9688,0.86014828,-0.1794845,-5.9849,-0.0783289
"ELF1",0.9688,0.86023068,0.1793776,-5.985,0.03983961
"RFWD3",0.9688,0.86025226,0.1793495,-5.985,0.03544752
"SEC61A1",0.9688,0.86042841,-0.1791209,-5.985,-0.03620553
"AAMP",0.9688,0.86044395,0.1791007,-5.985,0.03902488
"C1QTNF8",0.9688,0.86045642,0.1790845,-5.985,0.05529048
"TAF1B",0.9691,0.86094877,-0.1784454,-5.9851,-0.04171517
"MARVELD1",0.9691,0.86106939,0.1782888,-5.9852,0.03212143
"SNAPC2",0.9691,0.86115847,-0.1781732,-5.9852,-0.03347217
"PLEKHF1",0.9691,0.86118134,-0.1781435,-5.9852,-0.05274315
"ERMP1",0.9691,0.86148476,0.1777497,-5.9853,0.0358009
"OMA1",0.9691,0.86149496,0.1777365,-5.9853,0.05415801
"ZCCHC6",0.9691,0.86161234,-0.1775842,-5.9853,-0.03005609
"RB1",0.9691,0.86168998,-0.1774834,-5.9853,-0.11344834
"ZNF45",0.9691,0.86190799,0.1772005,-5.9854,0.05602427
"LONRF1",0.9691,0.86210867,0.1769401,-5.9854,0.05584482
"VDAC2",0.9691,0.86213228,-0.1769094,-5.9854,-0.03056968
"RPS26",0.9691,0.86248686,-0.1764493,-5.9855,-0.05730195
"EPS15",0.9691,0.86256212,0.1763517,-5.9855,0.03424217
"STUM",0.9691,0.86267609,0.1762038,-5.9855,0.03561778
"TRIM43",0.9691,0.86290659,-0.1759048,-5.9856,-0.03639741
"RARA",0.9691,0.86321556,0.1755039,-5.9857,0.0578885
"RPS19BP1",0.9691,0.8635174,0.1751124,-5.9857,0.04358252
"COQ3",0.9691,0.86354102,-0.1750818,-5.9857,-0.04079527
"C1QTNF5",0.9691,0.8635526,0.1750667,-5.9857,0.04810801
"ADNP",0.9691,0.86371191,-0.1748601,-5.9858,-0.05380729
"PARP1",0.9691,0.86396046,-0.1745377,-5.9858,-0.0367068
"GOLGB1",0.9691,0.86405281,-0.1744179,-5.9858,-0.04398662
"TAF6L",0.9691,0.86413672,0.1743091,-5.9859,0.06301622
"PARS2",0.9691,0.86414209,-0.1743021,-5.9859,-0.03821617
"THAP10",0.9691,0.8642065,-0.1742186,-5.9859,-0.0475512
"GALNT2",0.9691,0.86424808,-0.1741647,-5.9859,-0.04615456
"OXA1L",0.9691,0.86444386,-0.1739108,-5.9859,-0.04340413
"MTPAP",0.9691,0.86444881,0.1739043,-5.9859,0.02972174
"PRKRIP1",0.9691,0.86448513,0.1738572,-5.9859,0.03753501
"ERN1",0.9691,0.8644975,-0.1738412,-5.9859,-0.05216229
"CDC25A",0.9691,0.86466529,0.1736236,-5.986,0.11023847
"ZNF653",0.9691,0.8647336,-0.173535,-5.986,-0.05936054
"PM20D2",0.9691,0.86474236,-0.1735237,-5.986,-0.05360039
"ID4",0.9691,0.86480444,0.1734431,-5.986,0.08148621
"CDKL4",0.9691,0.86480903,-0.1734372,-5.986,-0.05667349
"COL12A1",0.9691,0.86481454,0.1734301,-5.986,0.05322437
"DDX43",0.9691,0.86483324,-0.1734058,-5.986,-0.09660412
"ATAD5",0.9691,0.86511169,0.1730447,-5.9861,0.07157541
"XAB2",0.9691,0.86511716,0.1730376,-5.9861,0.05013322
"BAIAP2L2",0.9691,0.86533907,0.1727499,-5.9861,0.07685394
"CHSY3",0.9691,0.86533922,0.1727497,-5.9861,0.08820074
"WDR88",0.9691,0.8654377,-0.172622,-5.9862,-0.08917001
"SFXN3",0.9691,0.86558472,0.1724314,-5.9862,0.04108074
"CRYZ",0.9691,0.86561169,0.1723964,-5.9862,0.03767134
"TSSC1",0.9691,0.86578226,0.1721753,-5.9862,0.03171978
"ARFGAP2",0.9691,0.86581373,0.1721345,-5.9862,0.05359683
"QPRT",0.9691,0.86581571,0.1721319,-5.9862,0.07974063
"SMPX",0.9691,0.86583174,0.1721111,-5.9862,0.05370945
"L1CAM",0.9691,0.86594657,-0.1719623,-5.9863,-0.14505807
"OAZ2",0.9691,0.86606394,-0.1718101,-5.9863,-0.07430305
"SENP7",0.9691,0.86613118,0.171723,-5.9863,0.06580191
"HINT3",0.9691,0.86620878,0.1716224,-5.9863,0.08039209
"TIGD3",0.9691,0.86640589,0.1713668,-5.9864,0.08397614
"P2RY2",0.9691,0.86652146,0.171217,-5.9864,0.06536576
"ATP6V1D",0.9691,0.86652998,0.171206,-5.9864,0.03177396
"APH1B",0.9691,0.86653744,-0.1711963,-5.9864,-0.0423011
"MCRIP2",0.9691,0.86656635,0.1711588,-5.9864,0.08270806
"KRTAP10-8",0.9691,0.86657421,-0.1711487,-5.9864,-0.08585426
"KBTBD7",0.9691,0.86660388,0.1711102,-5.9864,0.03450073
"ATIC",0.9691,0.86667744,0.1710149,-5.9864,0.02627087
"NT5C",0.9691,0.86679767,0.170859,-5.9865,0.04204083
"C12orf40",0.9691,0.86691635,-0.1707052,-5.9865,-0.05214226
"ACTR8",0.9691,0.86702623,0.1705628,-5.9865,0.05138821
"DEFB108B",0.9691,0.86707051,0.1705054,-5.9865,0.07845438
"EFS",0.9691,0.86711009,-0.1704541,-5.9865,-0.05002128
"LARS",0.9691,0.86711598,-0.1704465,-5.9865,-0.02750899
"IGLL1",0.9691,0.86724092,0.1702845,-5.9866,0.08128681
"BABAM1",0.9691,0.86739201,-0.1700887,-5.9866,-0.024329
"FAM104B",0.9691,0.86746344,-0.1699961,-5.9866,-0.08636624
"USP19",0.9691,0.86766434,0.1697358,-5.9867,0.10191187
"PAX7",0.9691,0.86775013,-0.1696246,-5.9867,-0.07193667
"NUDT21",0.9691,0.86776191,-0.1696094,-5.9867,-0.06071285
"MAN2A1",0.9691,0.86785414,-0.1694898,-5.9867,-0.04195402
"SLC25A42",0.9691,0.86792073,-0.1694035,-5.9867,-0.0738991
"CST4",0.9691,0.8680748,0.1692039,-5.9867,0.08347818
"AKR1A1",0.9691,0.86809891,-0.1691727,-5.9868,-0.1590719
"MRGBP",0.9691,0.86810353,0.1691667,-5.9868,0.03877834
"MRPS18B",0.9691,0.86824307,-0.1689859,-5.9868,-0.03603484
"DPYSL2",0.9691,0.86834916,0.1688484,-5.9868,0.02429534
"POLB",0.9691,0.86849447,-0.1686601,-5.9868,-0.03615339
"C14orf79",0.9691,0.86850332,0.1686487,-5.9868,0.0671698
"CCDC130",0.9691,0.86852483,0.1686208,-5.9868,0.03289861
"BET1L",0.9691,0.86854139,0.1685993,-5.9869,0.02955697
"KLF16",0.9691,0.86855641,-0.1685799,-5.9869,-0.06185971
"VIPAS39",0.9691,0.86861661,0.1685019,-5.9869,0.04167079
"ATP13A1",0.9691,0.86864592,-0.1684639,-5.9869,-0.03268861
"SIX4",0.9691,0.86865598,0.1684509,-5.9869,0.10178248
"MFSD14B",0.9691,0.86870193,-0.1683914,-5.9869,-0.05269709
"METTL25",0.9691,0.86873471,-0.1683489,-5.9869,-0.03016449
"MOGS",0.9691,0.86877555,0.168296,-5.9869,0.05837494
"COX6A2",0.9691,0.86887106,-0.1681722,-5.9869,-0.04845148
"SCN7A",0.9691,0.8688958,0.1681402,-5.9869,0.07405089
"ZNF687",0.9691,0.86891782,0.1681117,-5.9869,0.10109773
"EYA3",0.9691,0.86892776,0.1680988,-5.9869,0.06968408
"RC3H1",0.9691,0.86905519,-0.1679337,-5.987,-0.08423557
"G3BP2",0.9692,0.86917808,0.1677745,-5.987,0.05208924
"PHKB",0.9693,0.86935114,-0.1675503,-5.987,-0.03063304
"MSANTD3",0.9694,0.86947797,0.167386,-5.9871,0.05220977
"FAM46C",0.9694,0.86959175,0.1672387,-5.9871,0.06563369
"CASZ1",0.9694,0.86969378,-0.1671065,-5.9871,-0.04860949
"CTRB2",0.9695,0.86984228,0.1669141,-5.9871,0.06349257
"NAPRT",0.9695,0.86986961,0.1668787,-5.9871,0.05781982
"MSRA",0.9695,0.86994225,0.1667847,-5.9872,0.02570209
"HEATR5B",0.9695,0.87011377,-0.1665625,-5.9872,-0.0435051
"GNPAT",0.9695,0.87044849,0.166129,-5.9873,0.03715302
"HELB",0.9695,0.870465,-0.1661076,-5.9873,-0.04917635
"STK19",0.9695,0.87047939,0.166089,-5.9873,0.03704388
"GPALPP1",0.9695,0.87048089,0.1660871,-5.9873,0.04507092
"CLEC18C",0.9698,0.87112723,-0.1652501,-5.9874,-0.08757695
"KIAA1958",0.9698,0.87114362,-0.1652289,-5.9874,-0.06607609
"FUK",0.9698,0.87138673,0.1649141,-5.9875,0.03784645
"PIGY",0.9698,0.87181723,-0.1643567,-5.9876,-0.04569088
"DGKQ",0.9698,0.87186996,-0.1642885,-5.9876,-0.02923239
