"","adj.P.Val","P.Value","t","B","logFC"
"FAM127B",0.143,0.106,-1.728979,-5.65815,-0.4434281
"ZMAT5",0.143,0.106,-1.727745,-5.66002,-0.2534191
"NXNL2",0.143,0.106,-1.727251,-5.66077,-0.460317
"XLOC_009723",0.143,0.106,1.7269,-5.6613,0.4113194
"CCDC124",0.144,0.106,-1.72571,-5.6631,-0.3573872
"NPTXR",0.144,0.106,-1.72517,-5.66392,-0.2686479
"GNA12",0.144,0.106,-1.724095,-5.66555,-0.312677
"ISLR",0.144,0.106,1.723798,-5.666,0.3242631
"TP73",0.144,0.107,-1.723103,-5.66705,-0.1867135
"WDR25",0.144,0.107,-1.722763,-5.66756,-0.2953628
"PRKCQ",0.145,0.107,-1.720078,-5.67162,-0.3638299
"XPA",0.146,0.108,-1.715332,-5.67879,-0.253422
"TFPT",0.146,0.108,-1.714806,-5.67958,-0.3082241
"LOC200726",0.146,0.108,1.713866,-5.681,0.1827309
"IL4R",0.147,0.109,-1.711575,-5.68445,-0.3892134
"CIRH1A",0.147,0.109,-1.710847,-5.68555,-0.4575168
"CISD3",0.147,0.109,1.710804,-5.68561,0.242817
"KIAA0825",0.147,0.109,-1.710153,-5.68659,-0.3930798
"DCAF4",0.147,0.109,-1.710113,-5.68665,-0.3292645
"UGT2B11",0.147,0.109,1.709589,-5.68744,0.5236776
"GOLGA6A",0.147,0.109,-1.708287,-5.6894,-0.2272895
"FAM71A",0.148,0.11,1.705484,-5.69361,0.286339
"RNF40",0.148,0.11,-1.704774,-5.69468,-0.1911868
"VPS13A",0.149,0.11,-1.70249,-5.69811,-0.2935902
"DISC1",0.149,0.111,-1.702336,-5.69834,-0.4244854
"MAL",0.149,0.111,-1.701983,-5.69887,-0.5952404
"FLJ44385",0.149,0.111,1.70102,-5.70032,0.4121563
"MED19",0.149,0.111,-1.700482,-5.70112,-0.2113451
"XLOC_004609",0.149,0.111,1.700278,-5.70143,0.272392
"CCDC134",0.149,0.111,-1.700219,-5.70152,-0.3058224
"HAL",0.15,0.111,-1.699405,-5.70274,-0.5247029
"SLFN14",0.15,0.111,1.697502,-5.70559,0.455224
"STXBP5L",0.15,0.111,1.697459,-5.70565,0.2100688
"ETS2",0.15,0.112,-1.696407,-5.70723,-0.4469685
"CTSL1",0.15,0.112,1.696355,-5.70731,0.2854282
"MED20",0.15,0.112,-1.695828,-5.7081,-0.3585921
"HLA-DQB2",0.151,0.112,-1.694846,-5.70957,-0.455705
"TAGLN2",0.151,0.112,-1.694494,-5.71009,-0.2959338
"LOC100509638",0.151,0.112,-1.693985,-5.71085,-0.2598534
"PARP15",0.152,0.113,1.689473,-5.7176,0.3244784
"NLE1",0.152,0.113,1.68694,-5.72138,0.2305067
"LMF2",0.153,0.114,-1.686296,-5.72234,-0.3702824
"KIAA1324",0.153,0.114,-1.68569,-5.72324,-0.9572676
"XLOC_004815",0.153,0.114,1.682905,-5.72739,0.2375227
"LY9",0.153,0.114,1.682809,-5.72754,0.2923517
"GSG1",0.153,0.114,1.682656,-5.72777,0.2404401
"XLOC_l2_013302",0.153,0.114,1.682382,-5.72817,0.3134496
"METRN",0.154,0.115,-1.681771,-5.72908,-0.3078988
"RPL28",0.154,0.115,-1.680165,-5.73147,-0.2715122
"GALNT10",0.155,0.115,-1.676885,-5.73635,-0.3476293
"SRSF1",0.155,0.115,-1.676786,-5.7365,-0.3454407
"RAB27B",0.155,0.116,-1.675422,-5.73852,-0.3731912
"ALG6",0.155,0.116,-1.674188,-5.74036,-0.3349658
"CASKIN1",0.155,0.116,1.673914,-5.74076,0.1622783
"MON2",0.155,0.116,-1.67371,-5.74107,-0.2366109
"PSIP1",0.156,0.116,-1.673094,-5.74198,-0.352879
"SEC16A",0.156,0.116,-1.672978,-5.74215,-0.3287663
"LOC100132207",0.156,0.116,1.672788,-5.74243,0.2750647
"GRHPR",0.156,0.116,-1.672375,-5.74305,-0.5684367
"EIF4E1B",0.156,0.116,1.672019,-5.74358,0.2071814
"SLC35E2",0.156,0.117,-1.670723,-5.7455,-0.2631503
"XLOC_008625",0.157,0.117,1.668058,-5.74944,0.2154636
"ND2",0.157,0.118,-1.665634,-5.75303,-0.3240387
"NKAPL",0.158,0.118,1.664235,-5.7551,0.2181924
"PRRT3",0.158,0.118,-1.663458,-5.75625,-0.2461015
"ZBED5",0.159,0.119,-1.659584,-5.76197,-0.4748899
"R3HDM1",0.159,0.119,-1.658993,-5.76284,-0.3683341
"RECQL4",0.161,0.12,1.652372,-5.7726,0.1619049
"DVL3",0.161,0.121,-1.649563,-5.77673,-0.2492334
"PRLHR",0.161,0.121,1.649381,-5.777,0.3723233
"C14orf80",0.161,0.121,-1.649204,-5.77726,-0.1780811
"C22orf31",0.161,0.121,1.648806,-5.77784,0.2504938
"ACPL2",0.162,0.121,1.648317,-5.77856,0.2563884
"C7orf49",0.162,0.121,1.647385,-5.77993,0.3132777
"ASTN2",0.162,0.122,1.645931,-5.78206,0.2063498
"FCHSD1",0.162,0.122,1.645857,-5.78217,0.2535664
"SCNN1D",0.162,0.122,1.64552,-5.78267,0.1994174
"ITPK1",0.162,0.122,-1.645427,-5.7828,-0.3146892
"ATP6V0E2",0.163,0.122,-1.644081,-5.78478,-0.3996202
"GRN",0.163,0.122,1.642545,-5.78703,0.2055903
"SNAI3",0.163,0.123,-1.642352,-5.78731,-0.3315942
"ATP5G1",0.164,0.123,-1.639554,-5.79141,-0.2709147
"OBFC1",0.164,0.123,-1.638621,-5.79278,-0.18417
"CEACAM19",0.165,0.124,1.635994,-5.79662,0.2853696
"TERF2",0.165,0.124,-1.635882,-5.79678,-0.2978251
"PPARD",0.166,0.125,-1.631322,-5.80344,-0.1963762
"TMED3",0.166,0.125,-1.630763,-5.80425,-0.200152
"PIAS3",0.166,0.125,1.629615,-5.80593,0.2588777
"PIGL",0.167,0.125,1.628448,-5.80763,0.2684351
"NSUN6",0.167,0.126,-1.627392,-5.80917,-0.2739143
"AGPAT1",0.167,0.126,-1.626735,-5.81012,-0.2145113
"IQSEC1",0.167,0.126,-1.626697,-5.81018,-0.251817
"DUSP16",0.168,0.127,-1.622752,-5.81592,-0.3056072
"TAPBPL",0.168,0.127,-1.622336,-5.81652,-0.2731165
"CLUAP1",0.168,0.127,-1.621105,-5.81831,-0.3657046
"VRTN",0.169,0.127,1.619521,-5.82061,0.1793159
"TCTE3",0.169,0.128,-1.618696,-5.82181,-0.2747655
"TMSB4XP1",0.169,0.128,1.617645,-5.82333,0.2355166
"ZNF771",0.169,0.128,-1.617533,-5.82349,-0.1734807
"TMC8",0.169,0.128,-1.61737,-5.82373,-0.2462214
"SLC2A5",0.17,0.128,1.616522,-5.82496,0.2656393
"FMO4",0.17,0.128,1.614776,-5.82749,0.3199549
"XLOC_013145",0.17,0.128,1.614721,-5.82757,0.2224384
"AGPHD1",0.17,0.128,1.614583,-5.82777,0.2501047
"CDC27",0.17,0.129,1.614099,-5.82847,0.2245743
"LOC100505856",0.171,0.129,1.61191,-5.83164,0.1776419
"TMEM71",0.171,0.129,-1.610734,-5.83334,-0.2909647
"KIAA1147",0.171,0.129,-1.610055,-5.83432,-0.2899434
"DMXL2",0.171,0.13,-1.609104,-5.8357,-0.3717794
"TNP1",0.172,0.13,1.608758,-5.83619,0.1820702
"FKRP",0.172,0.13,1.608742,-5.83622,0.1784131
"FAM86A",0.172,0.13,1.606993,-5.83874,0.2278535
"WIPI2",0.172,0.13,-1.606981,-5.83876,-0.248818
"HUS1",0.173,0.131,-1.604936,-5.84171,-0.3614722
"SDK2",0.173,0.131,-1.603286,-5.84409,-0.4123457
"UQCC",0.173,0.131,-1.601615,-5.8465,-0.2571682
"RCVRN",0.174,0.132,1.599446,-5.84962,0.7652984
"WDR90",0.175,0.132,1.597399,-5.85257,0.2090394
"LCP2",0.175,0.132,-1.596536,-5.85381,-0.210204
"ZNF653",0.175,0.133,1.595357,-5.8555,0.2409503
"PEX6",0.175,0.133,-1.595232,-5.85568,-0.3033913
"INPP4B",0.175,0.133,-1.594743,-5.85638,-0.3839001
"SPTB",0.175,0.133,1.594639,-5.85653,0.3090091
"CAMK4",0.176,0.133,-1.593084,-5.85876,-0.3868201
"TMEM135",0.176,0.133,-1.592961,-5.85894,-0.7555502
"PLEK",0.176,0.134,-1.590627,-5.86229,-0.3402216
"ZNF219",0.176,0.134,1.590396,-5.86262,0.2653212
"NADSYN1",0.176,0.134,-1.589841,-5.86342,-0.3421478
"NKTR",0.177,0.134,-1.589483,-5.86393,-0.3130902
"LILRB2",0.177,0.134,-1.588308,-5.86561,-0.3694924
"TOR1B",0.177,0.134,1.588191,-5.86578,0.2216751
"UBL7",0.177,0.134,1.588146,-5.86584,0.2045592
"ACVR1C",0.177,0.134,1.58799,-5.86607,0.3013063
"STOM",0.177,0.134,-1.587621,-5.8666,-0.2978896
"POLR3K",0.177,0.134,-1.587471,-5.86681,-0.2896465
"TBC1D9",0.177,0.135,-1.58675,-5.86784,-0.1927936
"S100P",0.178,0.135,-1.584719,-5.87075,-1.2901836
"C20orf112",0.178,0.135,-1.583421,-5.8726,-0.2262739
"CD79B",0.179,0.136,-1.581414,-5.87547,-0.4274631
"GRIP1",0.179,0.136,1.579556,-5.87812,0.6163824
"LRRC47",0.18,0.137,-1.577369,-5.88124,-0.6866989
"SREK1",0.18,0.137,-1.577282,-5.88136,-0.3099908
"POTEF",0.18,0.137,-1.577232,-5.88143,-0.279702
"ADAMTSL5",0.18,0.137,1.576763,-5.8821,0.1647437
"PSTPIP2",0.18,0.137,-1.576461,-5.88253,-0.3101523
"NOL10",0.18,0.137,-1.576148,-5.88298,-0.21489
"RAP1GAP",0.18,0.137,1.57551,-5.88389,0.3001935
"ZNF777",0.18,0.137,-1.574989,-5.88463,-0.1953163
"C9orf91",0.181,0.138,-1.573525,-5.88671,-0.2652656
"RNF187",0.181,0.138,-1.573399,-5.88689,-0.3516539
"BACH2",0.181,0.138,-1.572715,-5.88786,-0.4924281
"C19orf55",0.181,0.138,-1.57195,-5.88895,-0.2157824
"STRADA",0.181,0.138,1.571894,-5.88903,0.224984
"UBQLN4",0.181,0.138,-1.571216,-5.89,-0.2863755
"XLOC_000514",0.182,0.139,1.569063,-5.89306,0.2604193
"ITPRIP",0.182,0.139,-1.56892,-5.89326,-0.3434405
"IL12RB2",0.182,0.139,1.568642,-5.89365,0.1772629
"CELF1",0.183,0.139,-1.5656,-5.89797,-0.3997707
"PLAGL1",0.183,0.14,1.565513,-5.89809,0.3584628
"TJP2",0.183,0.14,-1.563678,-5.90069,-0.4661727
"SPECC1L",0.184,0.14,-1.562558,-5.90228,-0.1898575
"ZNF117",0.185,0.141,-1.5592,-5.90703,-0.4348088
"CERS5",0.185,0.141,1.559089,-5.90718,0.1633546
"SPPL2B",0.185,0.141,-1.558179,-5.90847,-0.1755805
"MTCH2",0.185,0.141,-1.557831,-5.90896,-0.3123804
"HLA-A",0.185,0.141,-1.557344,-5.90965,-0.2087089
"ACP2",0.185,0.142,-1.556141,-5.91135,-0.2312577
"SLC28A2",0.185,0.142,-1.555712,-5.91196,-0.2486952
"SYF2",0.186,0.142,-1.554942,-5.91304,-0.2482554
"ZNF684",0.187,0.143,1.551368,-5.91808,0.2210418
"ZMYND19",0.187,0.143,1.551122,-5.91843,0.1767789
"POTEM",0.187,0.143,-1.550708,-5.91901,-0.2425974
"SWT1",0.187,0.143,1.549521,-5.92068,0.2684282
"ZCCHC18",0.187,0.143,1.549227,-5.9211,0.1854227
"MOV10",0.187,0.143,-1.549071,-5.92131,-0.3574398
"COX19",0.188,0.144,-1.547216,-5.92392,-0.2359337
"TMEM9B",0.188,0.144,-1.547007,-5.92422,-0.1532096
"JMJD7",0.188,0.144,-1.544561,-5.92765,-0.2234607
"RHPN1",0.189,0.145,1.544135,-5.92825,0.1888909
"GRAP",0.189,0.145,1.543962,-5.9285,0.3351473
"FAM71E2",0.189,0.145,1.543825,-5.92869,0.2481008
"ZNF226",0.19,0.146,-1.538743,-5.93581,-0.5336132
"SMUG1",0.19,0.146,1.538328,-5.93639,0.1971094
"GSG1L",0.191,0.147,1.536232,-5.93933,0.2048791
"AIFM1",0.191,0.147,-1.535486,-5.94037,-0.2412628
"TCOF1",0.191,0.147,-1.534529,-5.94171,-0.2944493
"CARD8",0.192,0.147,1.532597,-5.94441,0.2974383
"TMEM216",0.192,0.148,-1.531827,-5.94548,-0.3670397
"TULP1",0.192,0.148,1.530964,-5.94669,0.1857578
"IP6K1",0.193,0.149,1.527928,-5.95092,0.1768107
"ID3",0.193,0.149,-1.527228,-5.9519,-0.3207239
"IRF3",0.194,0.149,-1.526633,-5.95273,-0.1906849
"GIPR",0.194,0.149,1.526393,-5.95306,0.2079146
"GNB2L1",0.194,0.149,-1.526152,-5.95339,-0.307632
"CXorf40B",0.194,0.149,-1.525687,-5.95404,-0.2740943
"BCL11A",0.194,0.149,-1.525227,-5.95468,-0.3149236
"CDC73",0.194,0.149,-1.525164,-5.95477,-0.2581691
"ZMIZ1",0.194,0.149,-1.525159,-5.95478,-0.3002022
"ZNF498",0.194,0.149,1.524317,-5.95595,0.1577605
"C1QTNF3",0.195,0.15,1.523,-5.95778,0.2926825
"LOC731282",0.195,0.15,-1.520869,-5.96074,-0.3660771
"IKZF2",0.195,0.15,-1.520706,-5.96097,-0.2969882
"CBR3",0.195,0.15,1.520703,-5.96097,0.2660729
"TNFAIP1",0.195,0.15,-1.520635,-5.96107,-0.1694352
"MGRN1",0.196,0.151,-1.518257,-5.96437,-0.28033
"GABRD",0.196,0.151,1.51715,-5.9659,0.2089145
"SNRPN",0.197,0.151,-1.516252,-5.96715,-0.2350284
"TET2",0.197,0.151,-1.516045,-5.96743,-0.3645958
"GPAM",0.197,0.152,1.515657,-5.96797,0.3203691
"KIAA1598",0.197,0.152,-1.513126,-5.97148,-0.343291
"FAM19A5",0.197,0.152,1.512843,-5.97187,0.185635
"XLOC_l2_002502",0.198,0.152,1.512468,-5.97239,0.1782184
"ZDHHC18",0.198,0.153,-1.511894,-5.97318,-0.3915738
"CAMK1",0.198,0.153,-1.511115,-5.97426,-0.2745935
"C14orf28",0.198,0.153,-1.51098,-5.97444,-0.2007276
"CARHSP1",0.198,0.153,1.509806,-5.97607,0.2227575
"AFMID",0.2,0.154,-1.506097,-5.98119,-0.1702639
"XLOC_l2_009441",0.2,0.154,1.505077,-5.98259,0.1808473
"CARKD",0.2,0.155,-1.503435,-5.98485,-0.2325182
"XLOC_008033",0.201,0.155,1.500462,-5.98895,0.1719735
"C20orf141",0.201,0.155,-1.500423,-5.989,-0.2084286
"GDAP2",0.202,0.156,-1.499041,-5.9909,-0.1787371
"ELN",0.202,0.156,-1.498102,-5.99219,-0.1713198
"ZNRF2",0.202,0.156,1.497955,-5.99239,0.2163841
"C16orf82",0.202,0.156,1.49781,-5.99259,0.158584
"LOC143286",0.202,0.156,1.497721,-5.99271,0.1782515
"HIST1H4E",0.202,0.156,-1.496738,-5.99406,-0.4363369
"IL18RAP",0.202,0.156,-1.496696,-5.99412,-0.1968526
"ILF3",0.203,0.157,-1.495447,-5.99584,-0.288102
"TBC1D8",0.204,0.158,-1.49233,-6.00011,-0.2907399
"KIF1B",0.204,0.158,-1.49166,-6.00103,-0.3712733
"WRAP53",0.204,0.158,-1.489728,-6.00367,-0.232861
"OPA3",0.205,0.158,-1.489089,-6.00455,-0.1681231
"ATG16L2",0.205,0.159,-1.486187,-6.00851,-0.3262533
"STEAP3",0.206,0.159,1.485064,-6.01005,0.1983642
"CSF1",0.206,0.159,-1.484984,-6.01016,-0.3471536
"HIVEP1",0.206,0.159,-1.484828,-6.01037,-0.3372818
"GATA2",0.206,0.16,-1.484055,-6.01142,-0.3017857
"ZNF589",0.206,0.16,1.483582,-6.01207,0.2310367
"GK5",0.207,0.16,-1.481983,-6.01425,-0.3832434
"ATF3",0.207,0.161,1.479711,-6.01734,0.21005
"KLHL9",0.207,0.161,-1.479549,-6.01756,-0.3833632
"PRRG4",0.207,0.161,-1.47909,-6.01819,-0.5327767
"PPARA",0.207,0.161,-1.479075,-6.01821,-0.3007232
"HAUS8",0.208,0.161,1.478728,-6.01868,0.163054
"ZFAND4",0.208,0.162,-1.476622,-6.02155,-0.2823296
"LCLAT1",0.209,0.162,-1.474068,-6.02502,-0.23931
"TLN2",0.21,0.163,1.472025,-6.02779,0.1889447
"MLKL",0.21,0.163,-1.471963,-6.02787,-0.2241185
"KCTD15",0.21,0.163,-1.471857,-6.02802,-0.34601
"DUSP28",0.21,0.163,-1.470783,-6.02947,-0.2142813
"NAA60",0.21,0.163,-1.470723,-6.02956,-0.2765648
"ANKDD1A",0.211,0.164,1.4667,-6.035,0.277176
"TBCCD1",0.212,0.165,-1.465248,-6.03697,-0.1621964
"AHNAK",0.212,0.165,-1.464807,-6.03756,-0.1777848
"TMCO7",0.212,0.165,1.464359,-6.03817,0.2737211
"RAB11FIP3",0.212,0.165,1.464101,-6.03852,0.2536368
"DCBLD1",0.212,0.165,-1.463922,-6.03876,-0.3795462
"ZNF248",0.212,0.165,-1.463787,-6.03894,-0.2197998
"TNFRSF6B",0.212,0.165,-1.462832,-6.04023,-0.2385692
"EPHB3",0.213,0.166,1.461007,-6.04269,0.1959643
"RNF115",0.213,0.166,-1.460283,-6.04367,-0.2364115
"GRAMD1A",0.214,0.167,-1.458178,-6.04651,-0.2624658
"NUBPL",0.214,0.167,1.457392,-6.04756,0.3204512
"SCAI",0.214,0.167,-1.457156,-6.04788,-0.2306547
"ATP8A2",0.215,0.168,1.454535,-6.05141,0.2991648
"XLOC_003913",0.215,0.168,1.454118,-6.05197,0.1973884
"XLOC_006743",0.216,0.168,1.452272,-6.05445,0.1818586
"TBKBP1",0.216,0.168,1.452197,-6.05455,0.2947425
"EXOSC2",0.216,0.169,-1.449664,-6.05795,-0.25939
"BRAF",0.216,0.169,-1.449418,-6.05828,-0.1384649
"C1orf201",0.216,0.169,-1.449418,-6.05828,-0.3503537
"FLJ22184",0.216,0.169,1.449262,-6.05849,0.1766394
"CENPP",0.216,0.169,-1.449226,-6.05854,-0.2126282
"PDLIM7",0.217,0.169,-1.44843,-6.0596,-0.3883268
"MINK1",0.217,0.169,-1.448382,-6.05967,-0.247962
"BAGE4",0.217,0.17,1.447538,-6.0608,0.2098702
"ABCC5",0.217,0.17,-1.447123,-6.06135,-0.2954764
"CASD1",0.217,0.17,-1.446413,-6.06231,-0.3265973
"LOXL3",0.218,0.17,-1.444894,-6.06434,-0.4169449
"ITSN2",0.218,0.171,1.44265,-6.06734,0.1726989
"MIOS",0.219,0.171,-1.442425,-6.06764,-0.2428032
"CDK17",0.219,0.172,1.4397,-6.07128,0.3324614
"GTF2H4",0.22,0.172,-1.439302,-6.07181,-0.2135966
"ZNF8",0.22,0.172,-1.43794,-6.07363,-0.1937902
"MYO15B",0.22,0.172,1.437129,-6.07471,0.1884428
"RBBP5",0.22,0.172,-1.437114,-6.07473,-0.2891206
"PITPNC1",0.22,0.173,-1.436655,-6.07534,-0.2442221
"P39194",0.221,0.173,-1.435981,-6.07624,-0.4714884
"PPP3CA",0.221,0.173,-1.435314,-6.07712,-0.4431387
"ANKRD54",0.221,0.173,-1.434472,-6.07825,-0.1644033
"HDAC10",0.221,0.173,1.433947,-6.07894,0.1551559
"OBSCN",0.221,0.173,1.433467,-6.07958,0.3073225
"VGLL4",0.222,0.174,-1.431347,-6.0824,-0.2113986
"CAND1",0.222,0.174,1.430645,-6.08333,0.2119551
"COPS7B",0.223,0.174,1.429642,-6.08466,0.208646
"MAPKAP1",0.223,0.175,-1.428778,-6.08581,-0.2095863
"MAPK6",0.223,0.175,-1.427208,-6.08789,-0.2381643
"RABGAP1",0.223,0.175,-1.426952,-6.08823,-0.1605931
"VPS13B",0.224,0.175,1.426372,-6.089,0.4249896
"LOC100509247",0.224,0.176,1.42491,-6.09094,0.3128549
"IQCE",0.224,0.176,-1.424898,-6.09095,-0.2469471
"ENHO",0.225,0.177,-1.422433,-6.09421,-0.2683863
"PRR25",0.225,0.177,1.422026,-6.09475,0.1881917
"PKIG",0.225,0.177,-1.422009,-6.09478,-0.403988
"COQ10A",0.225,0.177,-1.421677,-6.09522,-0.2286253
"MEPCE",0.226,0.177,-1.419946,-6.0975,-0.1911486
"C10orf137",0.227,0.178,-1.41562,-6.10321,-0.132701
"C5orf63",0.227,0.179,1.415557,-6.10329,0.3426255
"ZNF576",0.228,0.179,1.413687,-6.10575,0.1402848
"FOXA1",0.228,0.179,-1.412165,-6.10776,-0.1840776
"TIA1",0.229,0.18,-1.411241,-6.10897,-0.2028669
"XLOC_l2_015532",0.229,0.18,1.411086,-6.10918,0.3205448
"SPESP1",0.229,0.18,-1.410557,-6.10987,-0.2077328
"MST1",0.229,0.18,-1.409494,-6.11127,-0.1689062
"DUSP11",0.229,0.18,-1.408914,-6.11203,-0.1536493
"NAGA",0.23,0.181,-1.407661,-6.11367,-0.3112013
"ZBTB7B",0.231,0.182,-1.403936,-6.11856,-0.2403108
"RAP1GAP2",0.232,0.183,-1.401223,-6.12211,-0.3985419
"ACPP",0.232,0.183,-1.400744,-6.12273,-0.2780408
"XLOC_003406",0.233,0.184,1.397103,-6.12749,0.2324463
"OLFM2",0.234,0.184,-1.396048,-6.12886,-0.2684602
"LINGO3",0.234,0.184,-1.396001,-6.12892,-0.185869
"IL17RC",0.234,0.184,1.395947,-6.12899,0.1788326
"BLOC1S3",0.234,0.184,-1.395623,-6.12942,-0.2361167
"CD209",0.234,0.185,1.394078,-6.13143,0.1602139
"DGKH",0.234,0.185,1.394022,-6.1315,0.3246089
"BAIAP2",0.234,0.185,1.393931,-6.13162,0.1843966
"ADC",0.236,0.186,1.390219,-6.13645,0.2476596
"AURKB",0.236,0.186,1.389936,-6.13682,0.2430481
"EYA3",0.236,0.186,-1.388999,-6.13804,-0.1708501
"LOC440149",0.236,0.186,1.388389,-6.13883,0.1606767
"FOXP4",0.236,0.187,1.388194,-6.13908,0.1964028
"THBS3",0.237,0.187,1.38648,-6.14131,0.1528303
"RANBP1",0.237,0.187,-1.386181,-6.14169,-0.1353151
"MGAM",0.237,0.187,-1.386057,-6.14185,-0.4942556
"CELF2",0.237,0.187,-1.385308,-6.14283,-0.2260397
"CRYBA1",0.238,0.188,1.383435,-6.14525,0.2233276
"TOP3B",0.238,0.188,1.382161,-6.1469,0.1962438
"HEMK1",0.238,0.188,1.38174,-6.14745,0.3133854
"ACER3",0.239,0.189,-1.380766,-6.14871,-0.2299313
"POU2F2",0.239,0.189,-1.379982,-6.14972,-0.2045464
"XPO6",0.24,0.189,-1.378312,-6.15188,-0.2632754
"C1orf70",0.24,0.19,1.378117,-6.15213,0.1953124
"LOC100132731",0.24,0.19,1.377532,-6.15288,0.4041103
"UNCX",0.24,0.19,-1.377354,-6.15311,-0.1690401
"HLX",0.24,0.19,-1.375841,-6.15507,-0.3376679
"RHOG",0.241,0.19,-1.375239,-6.15584,-0.3130836
"DOCK8",0.242,0.191,-1.372039,-6.15996,-0.1972195
"FAM186B",0.242,0.192,1.370899,-6.16143,0.1562212
"PDE1B",0.242,0.192,1.370373,-6.16211,0.3314266
"ADARB1",0.242,0.192,-1.370066,-6.1625,-0.2672246
"ZNF585B",0.243,0.192,-1.369729,-6.16293,-0.2747638
"SELP",0.243,0.192,1.369577,-6.16313,0.549715
"DPP4",0.243,0.192,-1.369061,-6.16379,-0.3551114
"ATOX1",0.243,0.192,-1.368677,-6.16429,-0.1759929
"TCEB2",0.243,0.192,1.368565,-6.16443,0.2217017
"ELF4",0.243,0.193,-1.3682,-6.1649,-0.298126
"LMBR1",0.243,0.193,1.367147,-6.16625,0.1828999
"MSH6",0.244,0.193,-1.366589,-6.16697,-0.1570949
"MANBAL",0.244,0.193,1.366088,-6.16761,0.2228541
"CCDC144A",0.244,0.194,-1.364467,-6.16969,-0.5606331
"LOC100288997",0.244,0.194,-1.364418,-6.16975,-0.1618044
"TG",0.245,0.194,1.363274,-6.17122,0.2289854
"POLR3D",0.245,0.194,1.362838,-6.17177,0.1915092
"ZNF433",0.245,0.194,-1.362113,-6.1727,-0.2643733
"BEND2",0.245,0.194,1.36205,-6.17278,0.5159121
"PMEPA1",0.245,0.195,1.36134,-6.17369,0.1511381
"USP32",0.246,0.195,-1.359137,-6.17651,-0.2813982
"LRRC28",0.247,0.196,-1.357645,-6.17841,-0.1658542
"C19orf20",0.247,0.196,1.356227,-6.18022,0.2119416
"TRIM27",0.248,0.197,-1.353904,-6.18318,-0.2677689
"ZBED6",0.248,0.197,-1.353845,-6.18326,-0.2387739
"C1orf183",0.248,0.197,1.353764,-6.18336,0.2879172
"JUND",0.248,0.197,-1.353737,-6.18339,-0.3608667
"NAPEPLD",0.248,0.197,-1.352959,-6.18438,-0.2727049
"XLOC_008713",0.248,0.197,-1.352778,-6.18462,-0.2102098
"ACOX2",0.248,0.197,1.35229,-6.18524,0.169598
"WDR93",0.249,0.198,1.3515,-6.18624,0.2323735
"PKM2",0.249,0.198,-1.351002,-6.18688,-0.2580483
"AMN",0.249,0.198,1.349864,-6.18832,0.2045912
"TC2N",0.25,0.199,-1.348425,-6.19015,-0.3384082
"XLOC_l2_009571",0.25,0.199,1.347198,-6.19171,0.2820958
"CCDC108",0.25,0.199,-1.346933,-6.19204,-0.1717454
"TNFRSF1A",0.25,0.199,-1.346619,-6.19244,-0.2274828
"LOC100508384",0.25,0.199,1.346335,-6.1928,0.3626651
"DERL3",0.251,0.2,-1.344593,-6.19501,-0.1487804
"BRSK1",0.251,0.2,-1.343184,-6.19679,-0.2077722
"AOC2",0.252,0.2,1.343082,-6.19692,0.4646276
"MTFP1",0.252,0.201,1.342505,-6.19765,0.1376341
"FLJ25363",0.252,0.201,1.3425,-6.19766,0.2324246
"ZNF300",0.252,0.201,-1.342445,-6.19773,-0.2550914
"ACP5",0.252,0.201,1.341127,-6.1994,0.1456776
"SLC35F2",0.252,0.201,-1.340418,-6.20029,-0.2136748
"ERICH1",0.252,0.201,-1.340198,-6.20057,-0.3767046
"TMEM40",0.253,0.201,-1.339756,-6.20113,-0.4192121
"LIMS2",0.254,0.203,-1.336021,-6.20584,-0.2489668
"EI24",0.254,0.203,-1.335548,-6.20644,-0.2537665
"EPS8L2",0.254,0.203,1.334226,-6.20811,0.1580515
"TIMP1",0.255,0.204,1.332917,-6.20975,0.2789533
"NT5C2",0.255,0.204,-1.332557,-6.21021,-0.2673097
"YWHAZ",0.255,0.204,-1.331876,-6.21106,-0.1977182
"TSKS",0.256,0.205,1.329155,-6.21448,0.1970782
"ZNF417",0.256,0.205,-1.329114,-6.21453,-0.272382
"HDAC5",0.257,0.206,1.326596,-6.21769,0.2335968
"TNK1",0.257,0.206,1.326007,-6.21843,0.1911594
"GLYR1",0.258,0.206,-1.32536,-6.21924,-0.2126248
"SCYL3",0.258,0.206,-1.325312,-6.2193,-0.1844068
"NHS",0.258,0.206,-1.324911,-6.21981,-0.3244231
"DYRK1A",0.258,0.207,-1.323753,-6.22126,-0.2564915
"GRIA3",0.259,0.207,-1.321884,-6.22359,-0.1446347
"SMAD5",0.259,0.207,-1.32175,-6.22376,-0.3699505
"CCDC92",0.26,0.208,-1.319049,-6.22714,-0.2233202
"C19orf28",0.26,0.208,1.319006,-6.22719,0.19107
"GDF5",0.26,0.209,-1.317682,-6.22884,-0.3334885
"NR1D1",0.261,0.209,-1.31597,-6.23097,-0.3131025
"BCL6",0.261,0.209,-1.3156,-6.23144,-0.4430335
"PTBP3",0.262,0.21,-1.312086,-6.23581,-0.2077961
"ZNF382",0.263,0.211,-1.309831,-6.23861,-0.4378682
"MXD1",0.263,0.211,-1.309371,-6.23918,-0.2557441
"WDR77",0.263,0.211,-1.309107,-6.23951,-0.2565074
