"","adj.P.Val","P.Value","t","B","logFC"
"CDCA7",0.0228,0.0128,2.845284,-3.70048,0.5287391
"MLH1",0.0228,0.0129,-2.844975,-3.70108,-0.6019113
"LYPD4",0.0228,0.0129,2.844796,-3.70142,0.4205097
"CCDC104",0.0229,0.0129,2.842153,-3.70649,0.3344298
"LUC7L",0.0229,0.0129,-2.842127,-3.70654,-0.3861198
"RHBDD1",0.0229,0.0129,-2.842064,-3.70666,-0.4173201
"AGPAT4",0.023,0.013,2.840871,-3.70895,0.576023
"C9orf89",0.0231,0.013,-2.838306,-3.71387,-0.5547969
"PI4KB",0.0232,0.0131,-2.836147,-3.718,-0.3379912
"PNPLA6",0.0232,0.0131,-2.835783,-3.7187,-0.4225858
"ZNF335",0.0232,0.0131,-2.835729,-3.7188,-0.5423359
"KIAA1328",0.0232,0.0131,2.834865,-3.72046,0.5233845
"BCAM",0.0233,0.0132,2.833252,-3.72355,0.2997865
"SCLT1",0.0233,0.0132,-2.833173,-3.7237,-0.760195
"LOC100653051",0.0233,0.0132,2.832196,-3.72557,0.4409871
"ZNF579",0.0234,0.0132,-2.830385,-3.72904,-0.3046704
"HIC2",0.0235,0.0133,2.828533,-3.73259,0.2933825
"C17orf74",0.0235,0.0133,2.82806,-3.7335,0.3136179
"ZNF683",0.0236,0.0133,-2.826902,-3.73571,-0.9824747
"TUBG2",0.0236,0.0133,-2.82689,-3.73574,-0.3413529
"MYO18A",0.0237,0.0134,-2.823443,-3.74234,-0.4258662
"CH25H",0.0237,0.0134,2.822449,-3.74424,0.4330857
"POMZP3",0.0239,0.0135,-2.819023,-3.7508,-0.3147814
"WFDC2",0.0239,0.0135,2.818581,-3.75164,0.3192292
"XLOC_l2_004859",0.0239,0.0136,-2.818086,-3.75259,-0.4175834
"STX5",0.0239,0.0136,-2.817953,-3.75284,-0.3752586
"LOC339539",0.0239,0.0136,2.817895,-3.75295,0.3580405
"TMC6",0.0239,0.0136,-2.817603,-3.75351,-0.3658225
"PLEKHF1",0.024,0.0136,-2.817078,-3.75452,-0.5299099
"XLOC_l2_006648",0.024,0.0136,-2.816425,-3.75577,-0.4992449
"ZNF76",0.024,0.0136,-2.8153,-3.75792,-0.4831511
"PKN2",0.0241,0.0137,2.813811,-3.76077,0.7678199
"APBA1",0.0242,0.0137,-2.812262,-3.76373,-0.5112011
"AIM1",0.0242,0.0137,-2.812048,-3.76414,-0.6376867
"LOC728802",0.0242,0.0137,2.811381,-3.76541,0.4287792
"HSPA1A",0.0242,0.0137,-2.81126,-3.76564,-0.6320988
"CHMP7",0.0242,0.0138,-2.810319,-3.76744,-0.5159658
"LOC100233156",0.0243,0.0138,2.809109,-3.76976,0.5879465
"TNK2",0.0243,0.0138,-2.80801,-3.77186,-0.5572584
"DENND1B",0.0244,0.0139,-2.80709,-3.77362,-0.44936
"RGP1",0.0244,0.0139,2.805576,-3.77651,0.4022717
"SAMSN1",0.0244,0.0139,-2.805438,-3.77677,-0.8034154
"YPEL1",0.0245,0.0139,-2.804046,-3.77943,-0.5520218
"CALML4",0.0245,0.014,-2.803333,-3.78079,-0.8481534
"CPNE7",0.0245,0.014,2.803269,-3.78092,0.3848058
"RNASE2",0.0245,0.014,-2.803203,-3.78104,-1.1865841
"BCL2L13",0.0246,0.014,-2.802447,-3.78249,-0.4330315
"ATXN7L2",0.0248,0.0141,2.797206,-3.7925,0.3194287
"SZT2",0.0248,0.0141,2.797039,-3.79282,0.527054
"FAM18B2",0.0248,0.0141,-2.796606,-3.79364,-0.3274375
"MAEA",0.0248,0.0142,-2.796189,-3.79444,-0.5680902
"CDKN2A",0.0249,0.0142,2.795485,-3.79578,0.4431617
"GFRA2",0.0249,0.0142,2.794729,-3.79723,0.3905412
"DUX4",0.025,0.0142,2.793094,-3.80035,0.3428794
"MICAL1",0.025,0.0143,-2.791717,-3.80297,-0.5440705
"SFXN5",0.0252,0.0144,2.788192,-3.8097,0.3435633
"C9orf174",0.0252,0.0144,2.787164,-3.81166,0.44858
"GNA15",0.0253,0.0145,-2.785659,-3.81453,-0.5469369
"SLC39A5",0.0253,0.0145,2.785199,-3.81541,0.3356309
"TTC3",0.0254,0.0145,-2.783958,-3.81777,-0.522338
"ZNF674",0.0254,0.0145,-2.783004,-3.81959,-0.5602894
"ZNF735",0.0254,0.0145,-2.782446,-3.82066,-0.7005712
"SETD4",0.0255,0.0146,-2.781723,-3.82204,-0.447147
"PHF3",0.0255,0.0146,-2.780482,-3.8244,-0.8856485
"PRKD2",0.0255,0.0146,-2.780111,-3.82511,-0.4048864
"POLR2C",0.0256,0.0147,-2.778638,-3.82792,-0.3770874
"BTBD19",0.0256,0.0147,2.778538,-3.82811,0.849323
"HEPN1",0.0256,0.0147,2.778363,-3.82844,0.4221693
"MCAT",0.0256,0.0147,2.777514,-3.83006,0.3359816
"XLOC_000627",0.0257,0.0147,2.7771,-3.83085,0.8324128
"ETHE1",0.0258,0.0148,-2.774085,-3.83659,-0.3682895
"XLOC_007214",0.0258,0.0148,2.773496,-3.83771,0.4791142
"XLOC_l2_009332",0.0259,0.0148,2.772344,-3.83991,0.5779283
"GSN",0.0259,0.0149,-2.771906,-3.84074,-0.7614981
"TMEM174",0.026,0.0149,2.769038,-3.8462,0.2982112
"SEMA3G",0.0261,0.015,2.767933,-3.84831,0.3036756
"ALOX5",0.0261,0.015,2.767697,-3.84875,0.7479609
"F8",0.0261,0.015,-2.767503,-3.84912,-0.4981598
"ZFAND3",0.0261,0.015,-2.767072,-3.84995,-0.4076729
"XLOC_l2_000033",0.0261,0.015,-2.766632,-3.85078,-0.5809424
"GGA3",0.0261,0.015,-2.766582,-3.85088,-0.5793324
"PIN4",0.0262,0.015,2.765241,-3.85343,0.45951
"TTC31",0.0262,0.0151,-2.763688,-3.85638,-0.3740598
"OPA1",0.0264,0.0152,-2.761185,-3.86115,-0.5102027
"SLC37A2",0.0264,0.0152,-2.761108,-3.86129,-0.415357
"ZNF565",0.0265,0.0152,-2.759416,-3.86451,-0.54106
"SGCA",0.0265,0.0152,2.758514,-3.86623,0.3378605
"SERPINE3",0.0265,0.0153,2.757454,-3.86824,0.3506764
"LRRC37A3",0.0265,0.0153,2.757264,-3.8686,0.3834596
"SMG1",0.0266,0.0153,2.756336,-3.87037,0.3970371
"SESTD1",0.0266,0.0153,-2.755648,-3.87168,-0.4163065
"ANXA6",0.0266,0.0153,-2.755563,-3.87184,-0.4619408
"IMMT",0.0266,0.0154,-2.754813,-3.87326,-0.5941571
"RFWD2",0.0267,0.0154,-2.753722,-3.87534,-0.4230213
"INPP5F",0.0267,0.0154,-2.753335,-3.87607,-0.406107
"ZNF383",0.0268,0.0154,-2.751926,-3.87875,-0.6599945
"NARF",0.0268,0.0155,-2.751864,-3.87887,-0.4182852
"AGSK1",0.0268,0.0155,2.750519,-3.88142,0.3698452
"ZNF17",0.0268,0.0155,-2.750388,-3.88167,-0.7955608
"AAAS",0.0269,0.0155,-2.75008,-3.88226,-0.3726176
"FSTL1",0.0269,0.0155,2.749008,-3.88429,0.6186751
"SLC35G1",0.0271,0.0156,2.745764,-3.89046,0.3556612
"SECISBP2",0.0271,0.0157,-2.744745,-3.89239,-0.4119899
"SERINC2",0.0271,0.0157,2.744664,-3.89255,0.8962459
"OTUD6B",0.0272,0.0157,-2.742231,-3.89716,-0.6853828
"HSH2D",0.0273,0.0158,-2.741369,-3.8988,-0.6661228
"SCUBE1",0.0273,0.0158,2.740235,-3.90095,0.4393241
"EIF2D",0.0273,0.0158,-2.740085,-3.90124,-0.4506093
"CMIP",0.0273,0.0158,-2.740047,-3.90131,-0.6592982
"OTUD4",0.0273,0.0158,-2.739643,-3.90208,-0.3511576
"RGPD5",0.0273,0.0158,-2.739594,-3.90217,-0.4386719
"CCDC147",0.0274,0.0158,2.739032,-3.90324,0.6023736
"SEC61A2",0.0274,0.0159,2.7383,-3.90463,0.7387647
"SLC1A7",0.0274,0.0159,-2.73812,-3.90497,-0.4413847
"EIF3K",0.0274,0.0159,-2.738042,-3.90512,-0.4439499
"ARL6IP1",0.0274,0.0159,-2.7378,-3.90557,-0.4670779
"ZNF695",0.0275,0.016,-2.735575,-3.9098,-0.4196288
"XLOC_012517",0.0276,0.016,2.73374,-3.91328,0.3002077
"OR2A7",0.0276,0.016,2.733114,-3.91446,0.7217768
"EME2",0.0277,0.0161,2.730666,-3.91911,0.3531225
"C17orf80",0.0278,0.0161,-2.73039,-3.91963,-0.7478242
"KRT9",0.0278,0.0162,2.72934,-3.92162,0.4668666
"KCNH3",0.0278,0.0162,2.728825,-3.9226,0.3214899
"RNF222",0.0278,0.0162,2.728505,-3.9232,0.4032096
"LLGL2",0.0279,0.0162,-2.728227,-3.92373,-0.2979538
"ANKRD23",0.0279,0.0162,2.727116,-3.92584,0.4596661
"ICA1",0.0279,0.0162,-2.726685,-3.92665,-0.6828505
"CCL3L3",0.0279,0.0162,2.726386,-3.92722,0.4711779
"ERCC1",0.0281,0.0163,-2.723744,-3.93223,-0.4156291
"TRAPPC5",0.0281,0.0164,-2.723091,-3.93346,-0.4936089
"ACO1",0.0282,0.0164,2.720738,-3.93792,0.384279
"AVP",0.0282,0.0164,2.720491,-3.93839,0.2573024
"NLRC5",0.0282,0.0164,-2.720179,-3.93898,-0.4223954
"ZFP106",0.0282,0.0165,-2.719774,-3.93974,-0.3618287
"GTF2I",0.0283,0.0165,2.719425,-3.9404,0.7658192
"THUMPD2",0.0283,0.0165,2.718078,-3.94296,0.42444
"MRPL12",0.0283,0.0165,-2.718067,-3.94298,-0.5909191
"TMEM161B",0.0284,0.0165,-2.71715,-3.94471,-0.5553893
"PTPN23",0.0284,0.0166,-2.716325,-3.94627,-0.3608859
"IGSF23",0.0285,0.0166,2.714958,-3.94886,0.2847558
"RBM4B",0.0285,0.0167,2.713839,-3.95098,0.4253303
"BTBD7",0.0285,0.0167,-2.713792,-3.95107,-0.354052
"MYADM",0.0286,0.0167,-2.712652,-3.95322,-0.8151241
"ZMYND8",0.0286,0.0167,2.712362,-3.95377,0.4302121
"LOC100652952",0.0286,0.0167,2.711876,-3.95469,0.7184086
"MYH14",0.0286,0.0167,2.711449,-3.9555,0.439362
"GPHA2",0.0287,0.0168,2.710592,-3.95712,0.3153081
"CRYBG3",0.0287,0.0168,-2.710452,-3.95739,-0.5570387
"TCEAL7",0.0287,0.0168,2.709827,-3.95857,0.329447
"REEP6",0.0287,0.0168,2.709013,-3.96011,0.3378795
"BRPF3",0.0287,0.0168,-2.708743,-3.96062,-0.3570736
"PHF14",0.0288,0.0168,2.708235,-3.96158,0.5191374
"ZNF841",0.0288,0.0168,-2.70816,-3.96172,-0.5057766
"FANK1",0.0288,0.0169,2.707333,-3.96329,0.2992035
"TPST2",0.0289,0.0169,-2.70621,-3.96541,-0.3972536
"LINC00302",0.0289,0.0169,2.705785,-3.96621,0.3080766
"ANKHD1",0.0289,0.017,-2.704422,-3.96879,-0.3541213
"DDX23",0.0289,0.017,-2.704346,-3.96893,-0.5385797
"ABLIM1",0.029,0.017,-2.703857,-3.96986,-0.4867293
"TREX1",0.029,0.017,-2.702175,-3.97304,-0.3286458
"CLIC4",0.0291,0.0171,-2.700791,-3.97565,-0.6102399
"SRRM2",0.0291,0.0171,-2.700427,-3.97634,-0.2793322
"CHD9",0.0291,0.0171,-2.700392,-3.97641,-0.5884736
"XLOC_l2_006021",0.0291,0.0171,-2.700345,-3.97649,-0.3364298
"TSPAN2",0.0292,0.0172,-2.698461,-3.98005,-0.7025841
"Q41718",0.0293,0.0172,2.697266,-3.98231,0.3362768
"WRNIP1",0.0293,0.0172,-2.696967,-3.98288,-0.5553478
"YAF2",0.0293,0.0173,2.695685,-3.9853,0.3205916
"FLJ11292",0.0293,0.0173,2.695533,-3.98558,0.4668256
"FSTL3",0.0294,0.0173,2.694772,-3.98702,0.3267729
"SGMS2",0.0294,0.0173,-2.694767,-3.98703,-0.7096188
"SLC7A6",0.0294,0.0173,-2.694421,-3.98768,-0.3626667
"MLL5",0.0295,0.0174,-2.69221,-3.99186,-0.4343099
"CIDEB",0.0295,0.0174,-2.691959,-3.99233,-0.3414109
"IL11RA",0.0295,0.0174,2.691726,-3.99277,0.3275321
"BAZ1A",0.0297,0.0175,-2.689395,-3.99717,-0.563824
"STAT3",0.0297,0.0175,-2.689061,-3.9978,-0.5600766
"METTL22",0.0297,0.0175,2.687702,-4.00037,0.30794
"SHOC2",0.0298,0.0175,-2.687188,-4.00134,-0.8865147
"CD9",0.0298,0.0176,-2.687137,-4.00143,-0.8393134
"USF2",0.0298,0.0176,-2.68559,-4.00435,-0.3844334
"SPTBN1",0.0299,0.0177,2.684044,-4.00727,0.7039175
"SNAR-C3",0.0299,0.0177,2.683597,-4.00811,0.314067
"MXRA7",0.0299,0.0177,-2.683587,-4.00813,-0.5877016
"SLC31A2",0.03,0.0177,-2.682804,-4.0096,-0.867093
"TCEA2",0.0301,0.0178,-2.681366,-4.01231,-0.8648586
"USP30",0.0301,0.0178,-2.680778,-4.01342,-0.376879
"RBM41",0.0301,0.0178,-2.679963,-4.01496,-0.377397
"CSMD2",0.0303,0.0179,2.67644,-4.0216,0.3107444
"KRTAP10-3",0.0303,0.0179,2.67617,-4.02211,0.5082865
"TSRM",0.0304,0.018,2.674828,-4.02463,0.3756338
"TIGD5",0.0304,0.018,2.674349,-4.02554,0.3015053
"MLL",0.0305,0.0181,-2.672767,-4.02852,-0.5340704
"CD27",0.0305,0.0181,-2.672257,-4.02948,-0.6756274
"RC3H2",0.0307,0.0181,-2.670173,-4.0334,-0.3412022
"SIGIRR",0.0307,0.0182,-2.669922,-4.03387,-0.5651432
"AMN1",0.0307,0.0182,2.669335,-4.03498,0.3705268
"ATXN1",0.0308,0.0182,2.668058,-4.03738,0.6081025
"TP53",0.0308,0.0183,-2.666859,-4.03964,-0.4553746
"CASP5",0.0308,0.0183,-2.666811,-4.03973,-0.6882975
"WDR67",0.0309,0.0183,-2.665012,-4.04311,-0.6005254
"PTRH2",0.031,0.0184,-2.663636,-4.0457,-0.2871799
"XLOC_000011",0.0311,0.0184,2.662904,-4.04708,0.6358693
"CYTB",0.0311,0.0185,-2.661353,-4.05,-0.5263224
"ZNF479",0.0314,0.0186,-2.657088,-4.05802,-0.5920078
"AGAP7",0.0314,0.0186,-2.656871,-4.05842,-0.426946
"KIF11",0.0315,0.0187,2.655198,-4.06157,0.396619
"ARID3A",0.0315,0.0187,-2.654504,-4.06287,-0.4618052
"XLOC_001392",0.0315,0.0187,2.654177,-4.06349,0.4836796
"ZBTB47",0.0316,0.0187,2.653866,-4.06407,0.2941532
"XLOC_l2_001875",0.0316,0.0187,-2.653833,-4.06413,-0.425264
"XLOC_002997",0.0316,0.0188,2.653139,-4.06544,0.522104
"SLC26A11",0.0316,0.0188,-2.653016,-4.06567,-0.545679
"ZNF174",0.0316,0.0188,-2.65284,-4.066,-0.4812138
"XLOC_003435",0.0316,0.0188,2.652647,-4.06636,0.2892676
"FBXL13",0.0317,0.0188,2.65195,-4.06767,0.8409149
"FTH1",0.0318,0.0189,-2.649148,-4.07293,-0.3957447
"MKRN2",0.0319,0.019,-2.64801,-4.07507,-0.3964047
"MPZL3",0.0319,0.019,-2.647657,-4.07573,-0.7600531
"UNC119",0.0319,0.019,-2.647349,-4.07631,-0.529049
"CHST11",0.032,0.019,-2.646181,-4.0785,-0.5367252
"RNF122",0.032,0.019,2.645642,-4.07952,0.375221
"SSBP2",0.032,0.0191,-2.644995,-4.08073,-0.3371599
"LOC100507419",0.0321,0.0191,2.644364,-4.08191,0.5711558
"HIST1H4D",0.0321,0.0191,-2.643241,-4.08402,-0.395196
"ARHGAP25",0.0322,0.0192,-2.642607,-4.08521,-0.4886576
"GOLGA6L10",0.0322,0.0192,-2.641807,-4.08671,-0.4849819
"GPR162",0.0322,0.0192,-2.641426,-4.08743,-0.9028108
"ITSN1",0.0322,0.0192,2.641267,-4.08773,0.3971147
"MAX",0.0323,0.0193,-2.639692,-4.09068,-0.7317876
"LONP1",0.0324,0.0193,-2.63776,-4.0943,-0.3857328
"HIST1H2BB",0.0325,0.0194,-2.637339,-4.09509,-0.4073046
"ACOT11",0.0326,0.0195,2.634512,-4.10039,0.291278
"RAI2",0.0326,0.0195,2.634091,-4.10118,0.2599248
"LMOD3",0.0326,0.0195,-2.634075,-4.10121,-0.3373336
"ST13",0.0327,0.0195,-2.632747,-4.1037,-0.3745823
"OR1L1",0.0328,0.0196,2.631871,-4.10534,0.3004273
"MPEG1",0.0329,0.0196,-2.630194,-4.10848,-0.4243238
"TRAPPC6A",0.0329,0.0196,-2.630026,-4.1088,-0.3470851
"NOTCH1",0.0329,0.0197,-2.629524,-4.10974,-0.6792849
"LOC284072",0.0329,0.0197,2.62872,-4.11124,0.3041255
"ARRB2",0.0331,0.0198,-2.626749,-4.11494,-0.4138398
"ANAPC7",0.0331,0.0198,-2.625478,-4.11732,-0.4389188
"VWF",0.0332,0.0198,2.624716,-4.11874,0.4072273
"ANXA11",0.0332,0.0199,-2.624278,-4.11956,-0.471313
"ZNF791",0.0332,0.0199,-2.623516,-4.12099,-0.7509884
"DNHD1",0.0332,0.0199,2.62341,-4.12119,0.5090827
"PARP6",0.0334,0.02,-2.61992,-4.12772,-0.391382
"SDCBP",0.0334,0.02,-2.619724,-4.12808,-0.5224431
"LOC392288",0.0334,0.02,-2.61952,-4.12846,-0.3819108
"EBF1",0.0335,0.02,2.619291,-4.12889,0.7151698
"MRPS6",0.0335,0.0201,-2.619054,-4.12934,-0.550588
"FAM65A",0.0335,0.0201,-2.617609,-4.13204,-0.6116051
"HLA-DRB4",0.0336,0.0201,-2.616839,-4.13348,-0.9740197
"HMBOX1",0.0336,0.0202,2.616025,-4.135,0.4762601
"CPLX2",0.0336,0.0202,2.615905,-4.13523,0.3474476
"MARK4",0.0337,0.0202,2.615466,-4.13605,0.3225174
"PGM1",0.0337,0.0202,-2.615452,-4.13607,-0.332419
"UBE3B",0.0337,0.0202,2.61529,-4.13638,0.2807352
"IL18R1",0.0337,0.0202,-2.614934,-4.13704,-0.7033388
"TM9SF1",0.0337,0.0202,-2.614925,-4.13706,-0.5195032
"CYFIP2",0.0337,0.0202,-2.614846,-4.13721,-0.452077
"ATRIP",0.0337,0.0202,-2.614845,-4.13721,-0.40081
"C14orf149",0.0338,0.0203,-2.612596,-4.14141,-0.5402863
"CORO1A",0.0339,0.0204,-2.611473,-4.14351,-0.4412756
"GTF3C5",0.0339,0.0204,2.611049,-4.1443,0.467353
"AP4B1",0.0339,0.0204,2.610684,-4.14499,0.3550231
"ZNF713",0.0339,0.0204,2.610453,-4.14542,0.3274467
"KCTD9",0.034,0.0204,2.609364,-4.14745,0.4322399
"XLOC_002565",0.034,0.0204,2.609312,-4.14755,0.4978742
"PNPLA2",0.034,0.0204,2.609283,-4.1476,0.513092
"VIM",0.034,0.0205,-2.609102,-4.14794,-0.4258139
"SCAMP5",0.034,0.0205,2.608956,-4.14821,0.3796772
"GSTM5",0.0341,0.0205,2.606664,-4.1525,0.2550203
"ABCA7",0.0342,0.0206,-2.605925,-4.15388,-0.442992
"C19orf42",0.0343,0.0206,-2.604384,-4.15675,-0.3841348
"FOXP1",0.0345,0.0208,-2.600961,-4.16314,-0.4566795
"EPHX2",0.0345,0.0208,-2.600751,-4.16353,-0.5855424
"SHANK1",0.0346,0.0208,2.6,-4.16493,0.3822346
"FLAP",0.0346,0.0208,2.599599,-4.16568,0.7319571
"MCCD1",0.0347,0.0209,2.597279,-4.17001,0.3137448
"SNORA60",0.0348,0.021,2.595035,-4.1742,0.2944408
"DTX2",0.0348,0.021,2.594987,-4.17429,0.4111989
"WDR83",0.0349,0.0211,-2.593441,-4.17717,-0.321429
"GBP5",0.0351,0.0212,-2.590723,-4.18223,-0.6271237
"RAB15",0.0351,0.0212,2.59029,-4.18304,0.505019
"LYPLA2",0.0353,0.0213,-2.587276,-4.18866,-0.4689296
"WFIKKN2",0.0354,0.0214,2.585512,-4.19194,0.4028331
"LOC283482",0.0354,0.0214,2.585067,-4.19277,0.3350445
"EMR1",0.0356,0.0216,-2.581719,-4.199,-0.4940964
"NCOA2",0.0356,0.0216,-2.581705,-4.19903,-0.5306623
"ENTHD1",0.0358,0.0217,2.57975,-4.20267,0.3274157
"PGD",0.0358,0.0217,-2.579087,-4.2039,-0.4726554
"C9orf50",0.0361,0.0219,2.575162,-4.2112,0.3380195
"PPM1K",0.0361,0.0219,-2.574657,-4.21214,-0.4792916
"PCMTD2",0.0361,0.0219,2.573738,-4.21385,0.9368144
"NGFR",0.0362,0.022,2.572882,-4.21544,0.2938235
"PDE7A",0.0362,0.022,-2.572834,-4.21553,-0.4534547
"FAM105A",0.0362,0.022,-2.571943,-4.21719,-0.4700369
"XLOC_005690",0.0364,0.0221,-2.569418,-4.22188,-0.5168338
"PPP3R2",0.0364,0.0221,2.569403,-4.22191,0.2809404
"XLOC_008619",0.0364,0.0221,-2.569383,-4.22194,-0.8164315
"PDPR",0.0365,0.0222,2.567902,-4.2247,0.4367784
"LOC100132859",0.0365,0.0222,-2.567849,-4.2248,-0.4803558
"DUSP8",0.0365,0.0222,2.567685,-4.2251,0.4416531
"SFMBT2",0.0366,0.0222,-2.566352,-4.22758,-0.3986008
"AGXT",0.0366,0.0222,2.566256,-4.22776,0.4093361
"PTTG1",0.0367,0.0223,-2.564272,-4.23144,-0.4036125
"GIT1",0.0367,0.0223,-2.564138,-4.23169,-0.4277539
"REPS2",0.0368,0.0224,-2.56259,-4.23456,-0.730523
"DDR1",0.0368,0.0224,2.562498,-4.23473,0.2838976
"NUP88",0.0368,0.0224,-2.562389,-4.23494,-0.4443898
"XRCC6BP1",0.0368,0.0224,-2.562133,-4.23541,-1.1097536
"XLOC_010706",0.037,0.0226,2.558786,-4.24162,0.4975578
"MAFF",0.0371,0.0226,-2.557578,-4.24386,-0.4252523
"ZNF714",0.0372,0.0227,-2.555268,-4.24815,-0.4340905
"ZNF808",0.0373,0.0228,-2.553594,-4.25125,-0.4360241
"PRR13",0.0374,0.0228,-2.553086,-4.25219,-0.3755828
"SYTL4",0.0374,0.0228,2.552542,-4.2532,0.356966
"COX6B2",0.0377,0.023,2.548252,-4.26115,0.345249
"XLOC_007814",0.0377,0.0231,2.547764,-4.26206,0.5198706
"DHX36",0.0378,0.0231,-2.54682,-4.2638,-0.4591823
"TM7SF3",0.0379,0.0232,-2.545386,-4.26646,-0.5752843
"ENO4",0.038,0.0232,2.543765,-4.26946,0.3429955
"TMEM55B",0.038,0.0232,-2.543396,-4.27014,-0.3885165
"OLFM1",0.038,0.0233,2.543121,-4.27065,0.2709892
"TMEM184B",0.0382,0.0234,2.540238,-4.27599,0.3309045
"XLOC_007602",0.0382,0.0234,-2.540108,-4.27623,-0.370901
"CEBPA",0.0384,0.0235,-2.537799,-4.2805,-0.4274915
"LGALS9",0.0384,0.0235,-2.536994,-4.28199,-0.5232359
"RAVER1",0.0385,0.0236,-2.536224,-4.28341,-0.3708954
"ZNF568",0.0386,0.0236,-2.534787,-4.28607,-0.4668852
"XLOC_l2_001537",0.0389,0.0238,2.531224,-4.29266,0.334811
"CSNK1D",0.0389,0.0239,-2.530126,-4.29469,-0.4366218
"KCND2",0.0389,0.0239,2.529788,-4.29531,0.270657
"LASP1",0.039,0.0239,-2.529123,-4.29654,-0.4900997
"ZNF101",0.0391,0.024,-2.527308,-4.29989,-0.4505568
"ZIK1",0.0391,0.024,-2.527255,-4.29999,-0.3766792
"SF3B3",0.0392,0.0241,-2.5256,-4.30305,-0.3260997
"XLOC_001576",0.0392,0.0241,2.525373,-4.30347,0.5432645
"HN1",0.0392,0.0241,-2.525056,-4.30405,-0.4703832
"ELF2",0.0392,0.0241,2.524805,-4.30452,0.8540062
"XLOC_l2_012159",0.0393,0.0241,2.524019,-4.30597,0.3346462
"MPP1",0.0393,0.0241,2.5239,-4.30619,0.5410813
"TRIB2",0.0393,0.0242,-2.523324,-4.30725,-0.5938533
"DKFZp686M1136",0.0394,0.0242,2.522573,-4.30863,0.4069302
"RNF25",0.0394,0.0242,-2.522311,-4.30912,-0.4294432
"XLOC_000643",0.0396,0.0244,2.51935,-4.31458,0.3222632
"TMEM164",0.0396,0.0244,-2.51933,-4.31462,-0.6993542
"MMD",0.0396,0.0244,-2.518972,-4.31528,-0.6288677
"IKZF3",0.0396,0.0244,-2.518626,-4.31592,-0.3692979
"ZNF257",0.0397,0.0245,-2.517429,-4.31813,-0.3722233
"XLOC_002730",0.0397,0.0245,2.517141,-4.31866,0.3999703
"RPS6KL1",0.0399,0.0246,2.514462,-4.3236,0.4496853
"LOC651337",0.04,0.0246,-2.513412,-4.32553,-0.5466369
"SARM1",0.04,0.0247,2.512654,-4.32693,0.3741373
"STK36",0.0401,0.0248,-2.511162,-4.32968,-0.3790897
"XLOC_014251",0.0405,0.025,-2.506928,-4.33748,-0.4875837
"XLOC_l2_010061",0.0405,0.025,2.50615,-4.33891,0.2738394
"KCTD13",0.0405,0.025,-2.50564,-4.33985,-0.3759508
"APOA2",0.0406,0.0251,2.504423,-4.34209,0.4359261
"CD300A",0.0407,0.0251,-2.503516,-4.34376,-0.4758963
"TINF2",0.0408,0.0252,-2.501971,-4.3466,-0.3430012
"NAIP",0.0408,0.0252,2.501913,-4.34671,0.5846562
"PRRC2A",0.0408,0.0252,-2.501457,-4.34755,-0.3971248
"LOC100653147",0.041,0.0253,2.49965,-4.35087,0.6029756
"HIST1H4B",0.041,0.0253,-2.499452,-4.35124,-0.6226104
"ISYNA1",0.0412,0.0255,-2.496256,-4.35711,-0.3597748
"ATG4C",0.0413,0.0255,-2.495044,-4.35934,-0.7673005
"XLOC_007776",0.0414,0.0256,2.493972,-4.36131,0.4916077
"AIF1",0.0415,0.0257,2.492559,-4.36391,0.7361745
"RASGRP2",0.0415,0.0257,-2.491367,-4.3661,-0.2803723
"Q96EB1",0.0415,0.0257,2.491323,-4.36618,0.5275171
"IMPA2",0.0418,0.0259,-2.48814,-4.37202,-0.6227921
"NTNG2",0.0418,0.0259,2.488108,-4.37208,0.4743503
"PIGH",0.0418,0.0259,-2.488097,-4.3721,-0.4167376
"KRTAP4-7",0.0418,0.0259,2.488042,-4.3722,0.2857617
"GALNT9",0.0418,0.0259,2.487673,-4.37288,0.3144624
"ST3GAL4",0.042,0.026,-2.48498,-4.37782,-0.5931967
"FMO5",0.042,0.026,-2.484916,-4.37794,-0.4215399
"ENGASE",0.0421,0.0261,-2.483769,-4.38005,-0.4838987
"PTK7",0.0422,0.0262,2.481629,-4.38397,0.2738488
"CLCN6",0.0423,0.0263,-2.480639,-4.38579,-0.3404769
"GALNT2",0.0424,0.0264,-2.478656,-4.38942,-0.5336426
"PPM1F",0.0425,0.0264,2.478002,-4.39062,0.4399245
"CCDC8",0.0425,0.0264,2.477348,-4.39182,0.34245
"ZXDB",0.0425,0.0264,-2.477157,-4.39217,-0.760917
"C22orf40",0.0427,0.0265,-2.475045,-4.39604,-0.4684091
"ZNF709",0.043,0.0267,-2.471933,-4.40174,-0.4620178
"HAGHL",0.0431,0.0268,2.4704,-4.40455,0.4461634
"SLC45A4",0.0431,0.0268,-2.469782,-4.40568,-0.5856256
"SNX18",0.0431,0.0268,-2.469703,-4.40582,-0.3728719
"PRODH",0.0432,0.0269,2.468818,-4.40745,0.3062361
"MTMR14",0.0433,0.027,2.466848,-4.41105,0.3982547
"TBC1D22B",0.0434,0.027,2.466311,-4.41203,0.4670764
"VPS37C",0.0434,0.027,-2.465979,-4.41264,-0.6230738
"STAT1",0.0434,0.027,-2.465721,-4.41311,-0.6215073
"AHNAK2",0.0434,0.027,2.465621,-4.4133,0.4073841
"PTN",0.0436,0.0272,2.463147,-4.41782,0.3708084
