"","adj.P.Val","P.Value","t","B","logFC"
"HPCAL1",1.84e-18,1.75e-20,-10.8365228,35.960799,-0.46956463
"HSPA1L",1.85e-18,1.75e-20,10.8359396,35.957298,0.35950397
"DNAJC21",2.05e-18,1.95e-20,10.8185032,35.852666,0.28593539
"JAG2",2.11e-18,2.02e-20,-10.8126644,35.817633,-0.46863009
"NPL",2.16e-18,2.06e-20,-10.8090121,35.79572,-0.45604154
"ALS2CR13",2.18e-18,2.09e-20,10.8065257,35.780802,0.50355467
"TSPYL3",2.23e-18,2.15e-20,10.8025307,35.756834,0.3394377
"HS.58597",2.4e-18,2.31e-20,10.7900232,35.681802,0.40669482
"LUM",2.49e-18,2.41e-20,10.7836793,35.643748,1.12926826
"HMGB2",2.49e-18,2.42e-20,10.7828743,35.63892,0.69573475
"PLA2G2A",2.58e-18,2.51e-20,-10.7769335,35.603287,-1.35136974
"ATL3",2.59e-18,2.52e-20,-10.7757853,35.5964,-0.52864701
"VWC2",2.68e-18,2.62e-20,10.7697929,35.56046,0.96880206
"RRBP1",3e-18,2.94e-20,-10.750775,35.446413,-0.58675935
"HFE2",3.17e-18,3.12e-20,10.7411321,35.388595,1.28589816
"S100A13",3.19e-18,3.14e-20,10.7396356,35.379623,0.62544566
"RPN1",3.34e-18,3.3e-20,-10.7315504,35.33115,-0.56866749
"HGS",3.47e-18,3.44e-20,-10.7246666,35.289882,-0.63457158
"ECM2",3.68e-18,3.65e-20,10.7148258,35.230894,0.80565045
"EXTL1",3.74e-18,3.73e-20,10.7115217,35.21109,0.71385808
"NIPA2",3.74e-18,3.74e-20,-10.7111728,35.208998,-0.4617481
"CBX7",3.91e-18,3.92e-20,10.7033173,35.161916,0.72006593
"FAM125A",3.93e-18,3.94e-20,-10.7022866,35.155739,-0.44749581
"SLC35F1",4.12e-18,4.14e-20,10.6941627,35.107053,0.99000035
"C14ORF179",4.28e-18,4.32e-20,10.6873835,35.066429,0.66575986
"BATF",4.56e-18,4.61e-20,-10.6764051,35.000648,-0.36894711
"C5ORF46",4.6e-18,4.66e-20,10.674669,34.990247,0.93696144
"KIAA0644",4.98e-18,5.06e-20,10.6610587,34.908708,0.81576877
"ENTPD6",5.42e-18,5.52e-20,-10.6467769,34.82316,-0.54343569
"SNAI2",5.47e-18,5.59e-20,-10.6448346,34.811527,-0.58189374
"OKL38",5.59e-18,5.73e-20,-10.6406269,34.786326,-0.92258758
"APCDD1L",5.97e-18,6.13e-20,10.629455,34.719421,0.8842807
"MEIS1",6.13e-18,6.32e-20,-10.6246577,34.690694,-0.50062532
"UNC84B",6.19e-18,6.39e-20,-10.6226888,34.678904,-0.51378452
"RNF149",6.29e-18,6.51e-20,-10.6196029,34.660427,-0.47852136
"ZNF211",6.39e-18,6.64e-20,10.6164607,34.641612,0.38250661
"C1ORF142",6.81e-18,7.08e-20,10.6057246,34.577335,0.67373745
"HCST",6.85e-18,7.14e-20,-10.6043428,34.569062,-0.70634771
"C2ORF64",7.04e-18,7.37e-20,10.5992449,34.538545,0.63097065
"LOC728473",7.23e-18,7.59e-20,10.5944373,34.509766,0.77820406
"DYNC2LI1",7.76e-18,8.16e-20,10.5823515,34.437427,0.31532825
"LOC731486",8.62e-18,9.08e-20,-10.5647036,34.331815,-0.34977701
"FBP1",8.67e-18,9.16e-20,-10.5632831,34.323315,-0.54615444
"RGMA",8.87e-18,9.4e-20,-10.5590407,34.297931,-0.7683419
"N6AMT1",9.16e-18,9.73e-20,10.5533961,34.264158,0.39673104
"C19ORF59",9.5e-18,1.01e-19,-10.5469463,34.225571,-0.66585008
"BTBD14A",9.9e-18,1.06e-19,-10.5397027,34.182239,-0.58895335
"ASAH1",9.93e-18,1.06e-19,10.5387869,34.17676,0.67107153
"CSF3R",1.02e-17,1.09e-19,-10.5341176,34.14883,-0.53723546
"LPCAT3",1.05e-17,1.13e-19,-10.5282399,34.113674,-0.70061623
"APBB1IP",1.07e-17,1.15e-19,-10.5254337,34.09689,-0.41128766
"CIDEB",1.07e-17,1.15e-19,-10.5251998,34.095491,-0.31348705
"LMNB2",1.09e-17,1.18e-19,-10.5212211,34.071696,-0.53777741
"EPB41L3",1.09e-17,1.18e-19,-10.5211677,34.071377,-0.53304085
"HBP1",1.14e-17,1.24e-19,10.5131103,34.023192,0.46007741
"PLK2",1.18e-17,1.28e-19,10.5077749,33.991287,0.60583995
"SERPINA1",1.19e-17,1.31e-19,-10.5046904,33.972843,-0.48373086
"IL18BP",1.22e-17,1.34e-19,-10.5003287,33.946764,-0.49913294
"KCNK12",1.26e-17,1.39e-19,-10.4950255,33.915058,-0.69819155
"KLHL34",1.28e-17,1.41e-19,10.4920662,33.897366,0.86172027
"CDR2L",1.31e-17,1.44e-19,-10.488282,33.874744,-0.67164458
"OSGIN2",1.32e-17,1.47e-19,10.4857724,33.859741,0.5210365
"STK38L",1.32e-17,1.47e-19,10.4854342,33.857719,0.66125755
"SLC30A1",1.52e-17,1.69e-19,10.4617638,33.716244,0.46510474
"LILRB2",1.54e-17,1.72e-19,-10.4594609,33.702482,-0.23861956
"FBXO32",1.59e-17,1.78e-19,10.4540574,33.670193,1.03565141
"SERPINE1",1.6e-17,1.79e-19,-10.4525758,33.66134,-2.02011805
"C21ORF63",1.6e-17,1.8e-19,-10.4517824,33.656599,-0.56237251
"LIN9",1.83e-17,2.06e-19,10.4299088,33.52592,0.75212204
"PLAU",1.93e-17,2.18e-19,-10.4199076,33.466183,-0.72753356
"CTPS",1.93e-17,2.19e-19,-10.419624,33.464489,-0.54591934
"ZMYND12",2.09e-17,2.36e-19,10.4066983,33.387296,0.57628617
"GPRASP2",2.19e-17,2.49e-19,10.3982921,33.3371,0.45278586
"HK3",2.19e-17,2.49e-19,-10.3981686,33.336363,-0.45694129
"CD59",2.28e-17,2.6e-19,-10.3910199,33.293681,-0.7621343
"NR2C1",2.36e-17,2.7e-19,10.3847603,33.256312,0.38635908
"ADCY3",2.51e-17,2.87e-19,-10.3745094,33.195122,-0.69030062
"LDHA",2.64e-17,3.03e-19,-10.3654903,33.141291,-0.93601543
"FAM107A",2.79e-17,3.21e-19,-10.3559476,33.084343,-0.91321695
"PKD1L2",2.86e-17,3.3e-19,10.351432,33.057398,0.63723996
"C1RL",2.93e-17,3.39e-19,-10.3472072,33.03219,-0.50130425
"RNASE2",2.99e-17,3.47e-19,-10.3432555,33.008613,-0.62456108
"MED16",3.03e-17,3.52e-19,-10.3410094,32.995212,-0.45465741
"PNRC2",3.08e-17,3.58e-19,10.3379642,32.977045,0.40963483
"TICAM1",3.1e-17,3.62e-19,-10.3362799,32.966997,-0.37301115
"FXR1",3.12e-17,3.65e-19,10.3347204,32.957694,0.39254187
"LNX2",3.25e-17,3.81e-19,10.327676,32.915672,0.44416009
"FKSG30",3.42e-17,4.03e-19,-10.3187418,32.862385,-0.91350018
"PPP1R3C",3.42e-17,4.03e-19,10.3186117,32.861609,0.86892077
"TRAK2",3.46e-17,4.09e-19,10.3161657,32.847021,0.62210035
"C4ORF41",3.6e-17,4.27e-19,10.3090923,32.804839,0.27251404
"MDFIC",3.66e-17,4.34e-19,10.3061563,32.787331,0.67976335
"THRA",3.75e-17,4.46e-19,10.3018235,32.761495,0.39949005
"CEL",3.82e-17,4.56e-19,-10.2982116,32.73996,-0.62669936
"OBFC2A",4.02e-17,4.81e-19,-10.2893749,32.687277,-0.64016917
"MTHFR",4.18e-17,5e-19,-10.2827878,32.64801,-0.59993945
"ZMYND19",4.21e-17,5.06e-19,-10.2810093,32.637409,-0.38680649
"KTELC1",4.24e-17,5.1e-19,-10.2794463,32.628092,-0.6111983
"LOC285556",4.52e-17,5.45e-19,-10.2685317,32.56304,-1.72700355
"ACTB",4.59e-17,5.55e-19,-10.2656821,32.546058,-0.87128213
"EMILIN1",5e-17,6.06e-19,-10.25109,32.459109,-0.61902433
"HSPA2",5.04e-17,6.12e-19,10.249439,32.449272,1.3869027
"PRKCQ",5.15e-17,6.26e-19,-10.2456305,32.426582,-0.77655715
"AMZ2",5.17e-17,6.3e-19,10.2446802,32.420921,0.46554991
"PTBP1",5.66e-17,6.91e-19,-10.2292296,32.328887,-0.56415755
"FAM102A",6e-17,7.34e-19,10.2192335,32.269355,0.28829237
"LGMN",6.53e-17,8.02e-19,-10.2046233,32.182361,-0.49876749
"AIF1",6.53e-17,8.04e-19,-10.2042081,32.179888,-0.6696992
"STXBP2",6.53e-17,8.04e-19,-10.2041032,32.179264,-0.50925796
"FYCO1",6.56e-17,8.1e-19,10.202991,32.172642,0.79635187
"PDK4",6.79e-17,8.4e-19,-10.1969266,32.13654,-1.99847694
"ARF3",6.82e-17,8.45e-19,-10.1959823,32.130918,-0.4401462
"TNNT1",6.83e-17,8.48e-19,10.1952162,32.126358,0.92540834
"ISG20",7.13e-17,8.87e-19,-10.1877795,32.082092,-1.08769809
"FCN1",7.45e-17,9.29e-19,-10.18019,32.036921,-1.28107708
"KLF4",7.86e-17,9.82e-19,-10.1709186,31.981749,-0.75388526
"THBS4",8.07e-17,1.01e-18,10.1662569,31.95401,1.27495444
"PHGDH",8.14e-17,1.02e-18,-10.1640878,31.941105,-0.72731494
"MTE",8.14e-17,1.02e-18,-10.1640325,31.940775,-0.87564852
"GRB2",8.34e-17,1.05e-18,-10.1596204,31.914525,-0.34505718
"LILRA2",8.7e-17,1.1e-18,-10.1523003,31.870978,-0.47438286
"TEAD2",8.78e-17,1.11e-18,-10.1504863,31.860188,-0.4869198
"ARPC4",8.96e-17,1.14e-18,-10.1467168,31.837766,-0.56847259
"HS.555260",9.01e-17,1.14e-18,10.1455208,31.830652,0.29467868
"RAC2",9.21e-17,1.17e-18,-10.1415844,31.80724,-0.68997429
"IFI16",9.32e-17,1.19e-18,-10.1391614,31.792829,-0.68089296
"SLC31A1",9.58e-17,1.22e-18,-10.1343234,31.764057,-0.54846474
"IGSF5",9.88e-17,1.27e-18,10.1287579,31.730961,0.80905264
"UBN1",9.99e-17,1.28e-18,-10.1267039,31.718748,-0.53451264
"HS.576694",9.99e-17,1.29e-18,10.1262913,31.716294,1.5629921
"SBNO2",9.99e-17,1.29e-18,-10.1259147,31.714055,-0.37714529
"TMEM140",9.99e-17,1.29e-18,10.1256893,31.712715,0.79598168
"FAM46A",1e-16,1.3e-18,-10.1246871,31.706756,-0.53891681
"APOBEC3F",1.08e-16,1.4e-18,10.1123681,31.633516,0.28753307
"LMNA",1.09e-16,1.41e-18,-10.1108471,31.624475,-0.51293659
"TMEM74",1.1e-16,1.43e-18,10.1084114,31.609996,0.74528657
"C17ORF70",1.1e-16,1.44e-18,-10.1071902,31.602737,-0.5190956
"SOX4",1.13e-16,1.48e-18,10.1027975,31.576628,0.67078589
"GPNMB",1.13e-16,1.49e-18,10.1023393,31.573904,0.93549594
"LOC654264",1.14e-16,1.5e-18,-10.1009044,31.565376,-0.53676632
"ARRDC2",1.15e-16,1.51e-18,-10.099441,31.556678,-0.39109033
"C5AR1",1.17e-16,1.54e-18,-10.0963796,31.538484,-0.50507383
"EYA1",1.17e-16,1.54e-18,10.0958301,31.535218,0.4851707
"ZNF385A",1.17e-16,1.55e-18,-10.0957269,31.534605,-0.28843677
"POLR3H",1.19e-16,1.58e-18,-10.0924012,31.514841,-0.32296346
"GLRB",1.2e-16,1.6e-18,10.0902529,31.502074,0.61034537
"FCGR1B",1.22e-16,1.62e-18,-10.087718,31.487011,-0.38491279
"C22ORF25",1.24e-16,1.66e-18,10.0837387,31.463367,0.65249651
"TPD52L1",1.25e-16,1.67e-18,10.0832753,31.460614,0.77912813
"MKL1",1.25e-16,1.68e-18,-10.0822269,31.454384,-0.41081311
"ZNF189",1.25e-16,1.68e-18,-10.081882,31.452335,-0.58713449
"SLMAP",1.27e-16,1.71e-18,10.0785959,31.432811,0.5251953
"GRRP1",1.31e-16,1.76e-18,-10.0738623,31.404689,-0.55970469
"MST150",1.41e-16,1.9e-18,-10.0611899,31.329414,-0.35153696
"TNFRSF1B",1.42e-16,1.92e-18,-10.0593289,31.318362,-0.5745177
"ZMPSTE24",1.43e-16,1.93e-18,-10.0585718,31.313865,-0.50108756
"CFD",1.47e-16,2e-18,-10.0527818,31.27948,-1.45399369
"CD276",1.5e-16,2.05e-18,-10.0491351,31.257824,-0.45421725
"OMD",1.53e-16,2.09e-18,10.0456872,31.237351,0.78724288
"PPP1R14B",1.54e-16,2.11e-18,-10.0442771,31.228978,-0.85318639
"GFOD1",1.58e-16,2.16e-18,-10.0398755,31.202844,-0.79021959
"CENPA",1.62e-16,2.22e-18,10.0353155,31.175772,1.69910576
"ASCC3L1",1.7e-16,2.34e-18,10.0268161,31.125317,0.37323759
"C14ORF135",1.76e-16,2.42e-18,10.0214642,31.093552,0.68113774
"TSPAN32",1.84e-16,2.53e-18,10.0135748,31.046729,0.76582245
"TM7SF2",1.85e-16,2.56e-18,10.0118574,31.036538,1.05073317
"SERPINI1",1.88e-16,2.6e-18,10.0094111,31.022022,0.44686778
"TMEM14C",1.94e-16,2.69e-18,10.0035169,30.987048,0.37271483
"S100A11",1.95e-16,2.72e-18,-10.001991,30.977994,-0.80914981
"PCK2",1.95e-16,2.72e-18,-10.001953,30.977769,-0.23683489
"SIRT5",2e-16,2.8e-18,9.9971658,30.949368,0.45836353
"LOC401397",2.06e-16,2.88e-18,9.9920874,30.919241,0.78706251
"KIAA1429",2.08e-16,2.91e-18,9.9907034,30.911031,0.33967722
"LOC399942",2.1e-16,2.95e-18,-9.9883396,30.897009,-0.84395961
"TMEM51",2.31e-16,3.25e-18,-9.9723106,30.801946,-0.47677344
"LYN",2.56e-16,3.6e-18,-9.9549948,30.699282,-0.5875273
"SGIP1",2.69e-16,3.8e-18,9.9462155,30.647243,0.74079801
"RHOG",2.86e-16,4.05e-18,-9.9356503,30.58463,-0.55414439
"SPI1",2.91e-16,4.12e-18,-9.9326558,30.566886,-0.34337863
"RCOR3",2.92e-16,4.15e-18,9.9316059,30.560664,0.50081966
"APOLD1",3.04e-16,4.32e-18,-9.9249031,30.520951,-1.49466949
"HS.193406",3.06e-16,4.36e-18,-9.9232876,30.51138,-0.61479978
"MGST3",3.09e-16,4.4e-18,9.9216323,30.501574,0.4626519
"STEAP3",3.11e-16,4.44e-18,-9.9200718,30.492329,-0.34436123
"HS.40061",3.16e-16,4.53e-18,9.9170071,30.474174,0.3138161
"PYGL",3.23e-16,4.64e-18,-9.9128251,30.449402,-0.38152672
"FZD1",3.35e-16,4.81e-18,9.9068672,30.414115,0.51589518
"LOC643783",3.36e-16,4.84e-18,9.9058092,30.407849,0.29595794
"MUC1",3.49e-16,5.03e-18,-9.8994403,30.370132,-0.31822567
"HSPA4L",3.5e-16,5.05e-18,9.8987064,30.365786,0.39544106
"TMEM149",3.6e-16,5.21e-18,-9.8935435,30.335215,-0.49102382
"CCNYL1",3.68e-16,5.34e-18,-9.8895915,30.311816,-0.33863823
"ZNF536",3.72e-16,5.4e-18,9.8876081,30.300074,0.50703068
"S100A12",3.73e-16,5.43e-18,-9.8866579,30.294448,-0.61359864
"ATP2A2",3.79e-16,5.53e-18,-9.8836553,30.276673,-0.76091762
"C10ORF110",3.88e-16,5.67e-18,9.8795391,30.252307,0.81628717
"ZNF616",3.93e-16,5.75e-18,9.8770266,30.237435,0.30119471
"KCNA5",3.96e-16,5.81e-18,9.8753473,30.227495,0.90725293
"C12ORF47",4.15e-16,6.09e-18,9.8674339,30.18066,0.5033484
"DNAJC4",4.17e-16,6.14e-18,9.8660751,30.172619,0.34926402
"RGS1",4.18e-16,6.17e-18,-9.8654693,30.169034,-0.89414677
"ARHGAP9",4.33e-16,6.39e-18,-9.8595834,30.134206,-0.40991104
"ID3",4.59e-16,6.79e-18,-9.8495291,30.07472,-0.67670761
"LOC648024",4.59e-16,6.81e-18,-9.848922,30.071129,-0.82989153
"FRMD3",4.66e-16,6.92e-18,9.846257,30.055363,0.68274702
"IER3",4.86e-16,7.23e-18,9.8388508,30.011556,1.17623234
"C13ORF15",4.88e-16,7.27e-18,-9.8380615,30.006888,-0.7983955
"EDC3",5.04e-16,7.52e-18,9.8323052,29.972844,0.70494784
"GARNL3",5.08e-16,7.6e-18,9.8306013,29.962768,0.58775215
"FAM129B",5.11e-16,7.65e-18,-9.829462,29.956031,-0.51680682
"RNASE1",5.16e-16,7.75e-18,-9.8273583,29.943591,-0.70618921
"SMTNL2",5.33e-16,8.01e-18,-9.8218841,29.911223,-0.58322798
"SNX13",5.57e-16,8.39e-18,9.8141023,29.865216,0.46268493
"FGD3",5.62e-16,8.48e-18,-9.8123674,29.854961,-0.4652769
"PDGFRB",5.91e-16,8.94e-18,-9.8036013,29.803146,-0.66891769
"C1ORF105",5.98e-16,9.05e-18,-9.8014267,29.790294,-0.39942734
"SLC7A5",6.13e-16,9.29e-18,-9.7970641,29.764511,-0.92991768
"CD33",6.18e-16,9.38e-18,-9.795408,29.754725,-0.37709809
"FAM46B",6.6e-16,1e-17,-9.7841836,29.688404,-1.07349898
"CLIC1",6.85e-16,1.04e-17,-9.7776417,29.649758,-0.88336252
"PUF60",6.92e-16,1.06e-17,-9.7755743,29.637545,-0.4191306
"FPR3",7.55e-16,1.15e-17,-9.7607771,29.550154,-0.4976725
"GCA",7.61e-16,1.17e-17,-9.7591324,29.540442,-0.56461253
"B4GALT5",7.61e-16,1.17e-17,-9.7588756,29.538926,-0.53372051
"SNF1LK",7.97e-16,1.23e-17,-9.7507652,29.49104,-0.99420482
"SOCS1",7.98e-16,1.23e-17,-9.7503547,29.488616,-0.63078111
"SLC31A2",8.05e-16,1.24e-17,-9.7484864,29.477586,-0.50684159
"LOC642897",8.17e-16,1.26e-17,9.7459205,29.462439,0.56260221
"YARS",8.57e-16,1.33e-17,-9.7375834,29.413228,-0.52945853
"KLHL13",8.57e-16,1.33e-17,9.7372521,29.411273,0.42160115
"TMCO3",8.64e-16,1.34e-17,9.735712,29.402184,0.60465623
"BRD8",9.05e-16,1.41e-17,9.7276261,29.354465,0.30210203
"CACNA1H",9.13e-16,1.42e-17,-9.7258848,29.344191,-0.41345502
"BDNF",9.25e-16,1.44e-17,9.7233788,29.329404,0.54327087
"COMMD1",9.91e-16,1.55e-17,9.7116078,29.25996,0.49102764
"USP46",1.01e-15,1.58e-17,9.7088474,29.243678,0.59919467
"FLJ35801",1.01e-15,1.59e-17,-9.7073856,29.235055,-0.41780005
"MLKL",1.06e-15,1.67e-17,-9.699527,29.188707,-0.3836644
"PHF3",1.07e-15,1.68e-17,9.6977577,29.178274,0.47036893
"TMEM56",1.09e-15,1.72e-17,9.6945352,29.159271,0.63340859
"LHFPL2",1.1e-15,1.74e-17,-9.6918545,29.143464,-0.6547925
"ATPBD4",1.13e-15,1.79e-17,9.6877438,29.119228,0.3432886
"MYADM",1.15e-15,1.83e-17,-9.6841566,29.098079,-0.57655321
"DRAM",1.16e-15,1.85e-17,-9.6824088,29.087776,-0.43362778
"XPO4",1.19e-15,1.89e-17,9.6787672,29.066309,0.77295963
"LILRA3",1.19e-15,1.9e-17,-9.677669,29.059836,-0.35762416
"TRIM39",1.2e-15,1.91e-17,9.6767802,29.054597,0.23857684
"CCL2",1.21e-15,1.94e-17,-9.6743995,29.040565,-1.43696794
"TTYH3",1.24e-15,1.98e-17,-9.6705621,29.017948,-0.40449285
"PTCD2",1.25e-15,2.01e-17,9.6684376,29.005428,0.41037155
"GPBAR1",1.37e-15,2.2e-17,-9.652863,28.913659,-0.40493475
"RNF20",1.41e-15,2.26e-17,9.6483063,28.886817,0.55299308
"UNQ2541",1.45e-15,2.34e-17,-9.6423091,28.851492,-0.42280156
"ARPC5L",1.45e-15,2.35e-17,-9.642269,28.851256,-0.60863466
"ADFP",1.45e-15,2.35e-17,-9.6422454,28.851117,-1.1585144
"ZNF30",1.47e-15,2.38e-17,9.6401304,28.838661,0.38544216
"HRK",1.48e-15,2.4e-17,9.6384098,28.828527,0.54879057
"SOX18",1.48e-15,2.41e-17,-9.637901,28.825531,-0.87102824
"CXCR7",1.5e-15,2.44e-17,9.6359134,28.813826,0.8206155
"ITPR3",1.53e-15,2.5e-17,-9.6314146,28.787334,-0.63547262
"MAGOH",1.55e-15,2.52e-17,-9.6299855,28.778919,-0.58152113
"NEDD9",1.56e-15,2.56e-17,-9.6277486,28.765749,-0.55240805
"FLJ23584",1.63e-15,2.68e-17,9.6200144,28.720215,0.40709218
"FLJ27354",1.66e-15,2.73e-17,9.6169625,28.70225,0.48802044
"IL15RA",1.67e-15,2.75e-17,-9.6156703,28.694644,-0.20749615
"UPF3B",1.7e-15,2.8e-17,9.6128078,28.677795,0.32307628
"KIAA1303",1.74e-15,2.87e-17,9.6085663,28.652832,0.24294168
"GADD45G",1.76e-15,2.9e-17,-9.6066755,28.641704,-1.23108871
"PYCARD",1.77e-15,2.92e-17,-9.6053914,28.634147,-0.42325802
"ZNF16",1.8e-15,2.98e-17,9.6023246,28.6161,0.24571965
"LRP5",1.8e-15,2.98e-17,9.601982,28.614084,0.41330811
"BBS4",1.85e-15,3.07e-17,9.597161,28.585718,0.47278923
"ST8SIA5",1.87e-15,3.12e-17,9.5946109,28.570714,0.7110239
"CSK",1.89e-15,3.15e-17,-9.5926314,28.559068,-0.51529051
"PTHR1",1.98e-15,3.31e-17,-9.5847387,28.512639,-0.61008827
"TLL2",1.98e-15,3.32e-17,9.5841028,28.508899,0.59873357
"TAF15",2.01e-15,3.36e-17,9.5819573,28.49628,1.02038159
"EIF4ENIF1",2.03e-15,3.41e-17,9.5793455,28.480919,0.32426167
"C6ORF111",2.04e-15,3.43e-17,9.5787847,28.477621,0.48704557
"HS.224794",2.07e-15,3.49e-17,-9.5758271,28.460227,-0.56064624
"FURIN",2.08e-15,3.5e-17,-9.5750713,28.455783,-0.4594376
"POLR1E",2.08e-15,3.51e-17,9.5749002,28.454777,0.52716404
"HS.127545",2.1e-15,3.55e-17,9.5728181,28.442533,0.3311512
"ZNF502",2.1e-15,3.56e-17,9.5725286,28.44083,0.2293565
"SUSD1",2.1e-15,3.56e-17,-9.5722539,28.439215,-0.45726809
"NT5DC3",2.15e-15,3.66e-17,-9.5678812,28.413504,-0.51109798
"NBPF10",2.15e-15,3.66e-17,-9.567671,28.412268,-0.68254166
"TUBG1",2.19e-15,3.73e-17,-9.5645905,28.394156,-0.42198037
"ARHGDIA",2.25e-15,3.85e-17,-9.5592193,28.36258,-0.62153656
"PAFAH1B3",2.28e-15,3.9e-17,-9.5572039,28.350733,-0.4246421
"LMCD1",2.36e-15,4.05e-17,-9.5506587,28.312262,-1.43168706
"LY96",2.36e-15,4.05e-17,-9.5504867,28.311251,-0.91291293
"PROM1",2.43e-15,4.18e-17,9.545371,28.281187,1.18586083
"SPTBN1",2.45e-15,4.22e-17,9.5439678,28.272942,0.52092983
"FADD",2.67e-15,4.6e-17,-9.5294062,28.187388,-0.41329963
"ZNF671",2.73e-15,4.71e-17,9.5252039,28.162704,0.37320053
"C14ORF28",2.78e-15,4.81e-17,9.5218941,28.143264,0.55535679
"ETS2",2.79e-15,4.82e-17,-9.5213121,28.139846,-0.57320958
"LOC374395",2.79e-15,4.84e-17,-9.5209367,28.137641,-0.40612114
"LARP7",2.85e-15,4.94e-17,9.5173072,28.116325,0.41632212
"NINJ2",2.87e-15,4.99e-17,-9.5156692,28.106706,-0.59407713
"C9ORF24",2.9e-15,5.04e-17,9.5138996,28.096315,0.59302528
"ADAMTS9",2.91e-15,5.07e-17,-9.5129065,28.090483,-0.97798002
"FGF1",2.96e-15,5.16e-17,9.5099354,28.073038,0.34709066
"LOC647000",2.99e-15,5.23e-17,-9.5079115,28.061155,-0.58634859
"MORN4",3.04e-15,5.33e-17,9.5046387,28.04194,0.39693955
"CCR1",3.07e-15,5.39e-17,-9.5025437,28.029641,-0.3291429
"HMOX1",3.11e-15,5.46e-17,-9.5005813,28.018122,-0.49564731
"LRSAM1",3.4e-15,5.98e-17,-9.4852683,27.928249,-0.40604262
"CXCL2",3.58e-15,6.32e-17,-9.4760031,27.873887,-0.83069703
"GLIPR1",3.73e-15,6.58e-17,-9.4690453,27.833072,-0.50721295
"MFN2",3.73e-15,6.6e-17,9.4686869,27.83097,0.59441107
"RBM20",3.97e-15,7.03e-17,9.4580704,27.768707,0.82355951
"CCND3",4e-15,7.09e-17,-9.4566566,27.760416,-0.44810414
"MOAP1",4.07e-15,7.22e-17,9.4534479,27.741602,0.5751127
"NLRP3",4.27e-15,7.59e-17,-9.4451083,27.692709,-0.25205762
"SKP1A",4.76e-15,8.48e-17,9.4265204,27.583771,0.3478359
"UBE2J1",4.82e-15,8.6e-17,-9.4242043,27.570201,-0.55765986
"COL4A5",5.18e-15,9.25e-17,9.4118592,27.497882,0.55263042
"BTK",5.23e-15,9.35e-17,-9.4099935,27.486955,-0.45200436
"SLC7A7",5.32e-15,9.53e-17,-9.4068299,27.468427,-0.59031574
"CX3CR1",5.37e-15,9.64e-17,9.4048595,27.456888,0.48744057
"WARS",5.37e-15,9.66e-17,-9.4046203,27.455487,-0.71136125
"SPOCK1",5.56e-15,1e-16,-9.3986291,27.420405,-0.9832876
"CAPN3",5.76e-15,1.04e-16,9.3925661,27.384908,0.43727558
"TSC1",5.89e-15,1.06e-16,9.3885208,27.361227,0.49905845
"SLC2A6",6.03e-15,1.09e-16,-9.384374,27.336954,-0.43375095
"C3AR1",6.57e-15,1.19e-16,-9.3694627,27.249696,-0.3793418
"KIAA1468",7.25e-15,1.31e-16,9.3526434,27.151313,0.25291838
"PPM1G",7.49e-15,1.36e-16,-9.3470154,27.118402,-0.43234723
"PDGFRA",7.57e-15,1.38e-16,-9.3450399,27.106851,-0.68936034
"TIMP4",7.98e-15,1.45e-16,-9.3357742,27.052682,-0.85476831
"PPCS",8.02e-15,1.46e-16,9.3346632,27.046188,0.40772888
"MYD88",8.03e-15,1.47e-16,-9.3342318,27.043666,-0.34968365
"TUBA1A",8.1e-15,1.48e-16,-9.3324293,27.03313,-0.61539479
"NOL6",8.1e-15,1.48e-16,-9.3322269,27.031947,-0.41982343
"PMM1",8.22e-15,1.51e-16,9.3295654,27.016392,0.33720014
"NMNAT3",8.42e-15,1.55e-16,9.3252204,26.990999,0.41620663
"C5ORF37",8.47e-15,1.56e-16,9.3240704,26.984278,0.26873168
"MYCN",8.53e-15,1.57e-16,9.3226582,26.976026,0.33630079
"ZNF277",8.64e-15,1.59e-16,9.3202944,26.962214,0.50250261
"SNCA",8.68e-15,1.6e-16,9.3191594,26.955582,1.0122578
"SFRP4",8.7e-15,1.61e-16,9.3185461,26.951998,0.94714633
"LANCL1",9.24e-15,1.71e-16,9.3081335,26.891168,0.41392349
"PRDX6",9.47e-15,1.76e-16,-9.303739,26.865501,-0.45517355
"AQP9",9.52e-15,1.77e-16,-9.302677,26.859298,-0.6591233
"PLSCR3",9.76e-15,1.82e-16,-9.2982284,26.833319,-0.52029936
"UNC45B",9.76e-15,1.82e-16,9.2979471,26.831676,0.40824365
"FCGBP",1.01e-14,1.89e-16,-9.291147,26.79197,-0.81855928
"NOL1",1.02e-14,1.91e-16,-9.2892897,26.781127,-0.46531917
"GAB1",1.05e-14,1.96e-16,9.2851857,26.757168,0.33969341
"ZFP90",1.05e-14,1.96e-16,9.2851805,26.757138,0.3809534
"LRCH4",1.05e-14,1.97e-16,-9.2846819,26.754227,-0.45211911
"MAP2K1",1.06e-14,1.99e-16,-9.2828869,26.743749,-0.75710053
"P2RY11",1.06e-14,2e-16,-9.2817174,26.736923,-0.34566027
"IL4R",1.06e-14,2e-16,-9.2816937,26.736784,-0.34903186
"CPT1B",1.07e-14,2.01e-16,9.2807566,26.731315,0.75426414
"GABRB1",1.09e-14,2.05e-16,9.2776631,26.713259,0.8217483
"TGFBR3",1.12e-14,2.12e-16,-9.2722357,26.681586,-0.64517486
